hhid,sectionn1,sectionn3,sectionn4,sectionn5
883,yoke,yes,1,20
883,hay fork,no,,
883,shovel,no,,
883,hoe,yes,1,40
883,winnower,yes,1,15
883,horse/donkey cart for agriculture,no,,
883,water pump,no,,
883,tractor/hand-held motorized tiller,no,,
883,chemical sprayer (mercha),no,,
883,improved charcoal/wood stove,no,,
883,kerosene stove,no,,
883,modern bed,no,,
883,sofa/couch,no,,
883,modern chair,no,,
883,modern table,no,,
883,radio,no,,
883,television,no,,
883,electric fan,no,,
883,mobile phone,no,,
883,bicycle,no,,
883,motorbike,no,,
883,car or truck,no,,
883,grain mill house,no,,
883,sewing machine,no,,
884,axe(metrebia),yes,1,60
884,pick-axe (doma),yes,1,40
884,sickle,yes,3,120
884,plough (include all related parts),yes,1,180
884,yoke,yes,1,30
884,hay fork,no,,
884,shovel,no,,
884,hoe,yes,1,30
884,winnower,yes,1,20
884,horse/donkey cart for agriculture,no,,
884,water pump,no,,
884,tractor/hand-held motorized tiller,no,,
884,chemical sprayer (mercha),no,,
884,improved charcoal/wood stove,no,,
884,kerosene stove,no,,
884,modern bed,no,,
884,sofa/couch,no,,
884,modern chair,no,,
884,modern table,no,,
884,radio,no,,
884,television,no,,
884,electric fan,no,,
884,mobile phone,no,,
884,bicycle,no,,
884,motorbike,no,,
884,car or truck,no,,
884,grain mill house,no,,
884,sewing machine,no,,
885,axe(metrebia),yes,2,100
885,pick-axe (doma),no,,
885,sickle,yes,3,15
885,plough (include all related parts),yes,2,115
885,yoke,yes,1,5
885,hay fork,yes,2,6
885,shovel,no,,
885,hoe,no,,
885,winnower,yes,1,40
885,horse/donkey cart for agriculture,no,,
885,water pump,no,,
885,tractor/hand-held motorized tiller,no,,
885,chemical sprayer (mercha),no,,
885,improved charcoal/wood stove,yes,1,don't know
885,kerosene stove,no,,
885,modern bed,no,,
885,sofa/couch,no,,
885,modern chair,no,,
885,modern table,no,,
885,radio,no,,
885,television,no,,
885,electric fan,no,,
885,mobile phone,no,,
885,bicycle,no,,
885,motorbike,no,,
885,car or truck,no,,
885,grain mill house,no,,
885,sewing machine,no,,
886,axe(metrebia),yes,1,20
886,pick-axe (doma),yes,1,20
886,sickle,yes,3,30
886,plough (include all related parts),yes,2,80
886,yoke,yes,1,30
886,hay fork,yes,2,5
886,shovel,yes,1,5
886,hoe,no,,
886,winnower,no,,
886,horse/donkey cart for agriculture,no,,
886,water pump,no,,
886,tractor/hand-held motorized tiller,no,,
886,chemical sprayer (mercha),no,,
886,improved charcoal/wood stove,no,,
886,kerosene stove,no,,
886,modern bed,no,,
886,sofa/couch,no,,
886,modern chair,no,,
886,modern table,no,,
886,radio,no,,
886,television,no,,
886,electric fan,no,,
886,mobile phone,no,,
886,bicycle,no,,
886,motorbike,no,,
886,car or truck,no,,
886,grain mill house,no,,
886,sewing machine,no,,
887,axe(metrebia),yes,1,400
887,pick-axe (doma),no,,
887,sickle,yes,2,12
887,plough (include all related parts),yes,2,120
887,yoke,yes,1,30
887,hay fork,yes,2,10
887,shovel,no,,
887,hoe,no,,
887,winnower,no,,
887,horse/donkey cart for agriculture,no,,
887,water pump,no,,
887,tractor/hand-held motorized tiller,no,,
887,chemical sprayer (mercha),no,,
887,improved charcoal/wood stove,no,,
887,kerosene stove,no,,
887,modern bed,no,,
887,sofa/couch,no,,
887,modern chair,no,,
887,modern table,no,,
887,radio,no,,
887,television,no,,
887,electric fan,no,,
887,mobile phone,no,,
887,bicycle,no,,
887,motorbike,no,,
887,car or truck,no,,
887,grain mill house,no,,
887,sewing machine,no,,
888,axe(metrebia),yes,3,100
888,pick-axe (doma),yes,1,50
888,sickle,yes,3,150
888,plough (include all related parts),yes,3,300
888,yoke,yes,2,60
888,hay fork,yes,4,50
888,shovel,yes,2,60
888,hoe,yes,4,60
888,winnower,yes,2,50
888,horse/donkey cart for agriculture,no,,
888,water pump,no,,
888,tractor/hand-held motorized tiller,no,,
888,chemical sprayer (mercha),no,,
888,improved charcoal/wood stove,no,,
888,kerosene stove,no,,
888,modern bed,no,,
888,sofa/couch,no,,
888,modern chair,no,,
888,modern table,no,,
888,radio,yes,1,200
888,television,no,,
888,electric fan,no,,
888,mobile phone,no,,
888,bicycle,no,,
888,motorbike,no,,
888,car or truck,no,,
888,grain mill house,no,,
888,sewing machine,no,,
889,axe(metrebia),yes,1,30
889,pick-axe (doma),yes,1,20
889,sickle,yes,3,120
889,plough (include all related parts),yes,1,150
889,yoke,yes,1,20
889,hay fork,no,,
889,shovel,no,,
889,hoe,yes,2,40
889,winnower,yes,2,30
889,horse/donkey cart for agriculture,no,,
889,water pump,no,,
889,tractor/hand-held motorized tiller,no,,
889,chemical sprayer (mercha),no,,
889,improved charcoal/wood stove,no,,
889,kerosene stove,no,,
889,modern bed,no,,
889,sofa/couch,no,,
889,modern chair,no,,
889,modern table,no,,
889,radio,no,,
889,television,no,,
889,electric fan,no,,
889,mobile phone,no,,
889,bicycle,no,,
889,motorbike,no,,
889,car or truck,no,,
889,grain mill house,no,,
889,sewing machine,no,,
890,axe(metrebia),yes,2,130
890,pick-axe (doma),no,,
890,sickle,yes,3,135
890,plough (include all related parts),yes,1,165
890,yoke,yes,1,30
890,hay fork,no,,
890,shovel,no,,
890,hoe,yes,2,90
890,winnower,yes,2,40
890,horse/donkey cart for agriculture,no,,
890,water pump,no,,
890,tractor/hand-held motorized tiller,no,,
890,chemical sprayer (mercha),no,,
890,improved charcoal/wood stove,no,,
890,kerosene stove,no,,
890,modern bed,no,,
890,sofa/couch,no,,
890,modern chair,yes,1,100
890,modern table,no,,
890,radio,no,,
890,television,no,,
890,electric fan,no,,
890,mobile phone,yes,1,580
890,bicycle,no,,
890,motorbike,no,,
890,car or truck,no,,
890,grain mill house,no,,
890,sewing machine,no,,
891,axe(metrebia),yes,2,140
891,pick-axe (doma),yes,1,35
891,sickle,yes,2,125
891,plough (include all related parts),yes,1,180
891,yoke,yes,1,25
891,hay fork,no,,
891,shovel,no,,
891,hoe,yes,2,95
891,winnower,yes,1,30
891,horse/donkey cart for agriculture,no,,
891,water pump,no,,
891,tractor/hand-held motorized tiller,no,,
891,chemical sprayer (mercha),no,,
891,improved charcoal/wood stove,no,,
891,kerosene stove,no,,
891,modern bed,no,,
891,sofa/couch,no,,
891,modern chair,no,,
891,modern table,no,,
891,radio,yes,1,150
891,television,no,,
891,electric fan,no,,
891,mobile phone,no,,
891,bicycle,no,,
891,motorbike,no,,
891,car or truck,no,,
891,grain mill house,no,,
891,sewing machine,no,,
892,axe(metrebia),yes,2,80
892,pick-axe (doma),yes,1,40
892,sickle,yes,3,135
892,plough (include all related parts),yes,1,180
892,yoke,yes,1,30
892,hay fork,no,,
892,shovel,no,,
892,hoe,yes,2,75
892,winnower,yes,1,30
892,horse/donkey cart for agriculture,no,,
892,water pump,no,,
892,tractor/hand-held motorized tiller,no,,
892,chemical sprayer (mercha),no,,
892,improved charcoal/wood stove,no,,
892,kerosene stove,no,,
892,modern bed,no,,
892,sofa/couch,no,,
892,modern chair,no,,
892,modern table,no,,
892,radio,no,,
892,television,no,,
892,electric fan,no,,
892,mobile phone,no,,
892,bicycle,no,,
892,motorbike,no,,
892,car or truck,no,,
892,grain mill house,no,,
892,sewing machine,no,,
900,axe(metrebia),yes,4,150
900,pick-axe (doma),yes,1,80
900,sickle,yes,6,360
900,plough (include all related parts),yes,2,190
900,yoke,yes,1,20
900,hay fork,yes,3,30
900,shovel,no,,
900,hoe,yes,1,20
900,winnower,yes,1,30
900,horse/donkey cart for agriculture,no,,
900,water pump,no,,
900,tractor/hand-held motorized tiller,no,,
900,chemical sprayer (mercha),no,,
900,improved charcoal/wood stove,no,,
900,kerosene stove,no,,
900,modern bed,no,,
900,sofa/couch,no,,
900,modern chair,no,,
900,modern table,no,,
900,radio,yes,1,300
900,television,no,,
900,electric fan,no,,
900,mobile phone,no,,
900,bicycle,no,,
900,motorbike,no,,
900,car or truck,no,,
900,grain mill house,no,,
900,sewing machine,no,,
893,axe(metrebia),yes,2,80
893,pick-axe (doma),yes,1,50
893,sickle,yes,2,104
893,plough (include all related parts),yes,4,100
893,yoke,yes,2,60
893,hay fork,yes,4,10
893,shovel,yes,1,5
893,hoe,yes,2,60
893,winnower,yes,1,35
893,horse/donkey cart for agriculture,no,,
893,water pump,no,,
893,tractor/hand-held motorized tiller,no,,
893,chemical sprayer (mercha),no,,
893,improved charcoal/wood stove,yes,1,don't know
893,kerosene stove,no,,
893,modern bed,no,,
893,sofa/couch,no,,
893,modern chair,no,,
893,modern table,no,,
893,radio,yes,1,300
893,television,no,,
893,electric fan,no,,
893,mobile phone,no,,
893,bicycle,no,,
893,motorbike,no,,
893,car or truck,no,,
893,grain mill house,no,,
893,sewing machine,no,,
894,axe(metrebia),yes,1,30
894,pick-axe (doma),yes,1,15
894,sickle,yes,3,114
894,plough (include all related parts),yes,4,120
894,yoke,yes,1,20
894,hay fork,no,,
894,shovel,yes,4,40
894,hoe,no,,
894,winnower,yes,1,5
894,horse/donkey cart for agriculture,no,,
894,water pump,no,,
894,tractor/hand-held motorized tiller,no,,
894,chemical sprayer (mercha),no,,
894,improved charcoal/wood stove,no,,
894,kerosene stove,no,,
894,modern bed,no,,
894,sofa/couch,no,,
894,modern chair,no,,
894,modern table,no,,
894,radio,yes,1,300
894,television,no,,
894,electric fan,no,,
894,mobile phone,no,,
894,bicycle,no,,
894,motorbike,no,,
894,car or truck,no,,
894,grain mill house,no,,
894,sewing machine,no,,
895,axe(metrebia),yes,2,50
895,pick-axe (doma),no,,
895,sickle,yes,2,100
895,plough (include all related parts),yes,2,200
895,yoke,yes,1,don't know
895,hay fork,yes,2,don't know
895,shovel,yes,1,40
895,hoe,yes,2,60
895,winnower,yes,1,don't know
895,horse/donkey cart for agriculture,no,,
895,water pump,no,,
895,tractor/hand-held motorized tiller,no,,
895,chemical sprayer (mercha),no,,
895,improved charcoal/wood stove,no,,
895,kerosene stove,no,,
895,modern bed,no,,
895,sofa/couch,no,,
895,modern chair,no,,
895,modern table,no,,
895,radio,no,,
895,television,no,,
895,electric fan,no,,
895,mobile phone,no,,
895,bicycle,no,,
895,motorbike,no,,
895,car or truck,no,,
895,grain mill house,no,,
895,sewing machine,no,,
896,axe(metrebia),yes,2,120
896,pick-axe (doma),no,,
896,sickle,yes,1,50
896,plough (include all related parts),yes,1,120
896,yoke,yes,1,30
896,hay fork,yes,1,7
896,shovel,no,,
896,hoe,yes,2,40
896,winnower,no,,
896,horse/donkey cart for agriculture,no,,
896,water pump,no,,
896,tractor/hand-held motorized tiller,no,,
896,chemical sprayer (mercha),no,,
896,improved charcoal/wood stove,no,,
896,kerosene stove,no,,
896,modern bed,no,,
896,sofa/couch,no,,
896,modern chair,no,,
896,modern table,no,,
896,radio,no,,
896,television,no,,
896,electric fan,no,,
896,mobile phone,no,,
896,bicycle,no,,
896,motorbike,no,,
896,car or truck,no,,
896,grain mill house,no,,
896,sewing machine,no,,
897,axe(metrebia),yes,2,80
897,pick-axe (doma),no,,
897,sickle,yes,2,55
897,plough (include all related parts),yes,1,100
897,yoke,yes,1,30
897,hay fork,yes,1,20
897,shovel,no,,
897,hoe,yes,1,30
897,winnower,yes,1,15
897,horse/donkey cart for agriculture,no,,
897,water pump,no,,
897,tractor/hand-held motorized tiller,no,,
897,chemical sprayer (mercha),no,,
897,improved charcoal/wood stove,no,,
897,kerosene stove,no,,
897,modern bed,no,,
897,sofa/couch,no,,
897,modern chair,no,,
897,modern table,no,,
897,radio,no,,
897,television,no,,
897,electric fan,no,,
897,mobile phone,no,,
897,bicycle,no,,
897,motorbike,no,,
897,car or truck,no,,
897,grain mill house,no,,
897,sewing machine,no,,
898,axe(metrebia),yes,2,40
898,pick-axe (doma),yes,1,50
898,sickle,yes,2,80
898,plough (include all related parts),yes,1,100
898,yoke,yes,1,50
898,hay fork,yes,2,30
898,shovel,yes,1,20
898,hoe,yes,3,26
898,winnower,yes,1,15
898,horse/donkey cart for agriculture,no,,
898,water pump,no,,
898,tractor/hand-held motorized tiller,no,,
898,chemical sprayer (mercha),no,,
898,improved charcoal/wood stove,no,,
898,kerosene stove,no,,
898,modern bed,no,,
898,sofa/couch,no,,
898,modern chair,no,,
898,modern table,no,,
898,radio,no,,
898,television,no,,
898,electric fan,no,,
898,mobile phone,no,,
898,bicycle,no,,
898,motorbike,no,,
898,car or truck,no,,
898,grain mill house,no,,
898,sewing machine,no,,
899,axe(metrebia),yes,2,75
899,pick-axe (doma),no,,
899,sickle,yes,2,120
899,plough (include all related parts),yes,2,140
899,yoke,yes,1,15
899,hay fork,yes,3,15
899,shovel,yes,1,30
899,hoe,yes,1,25
899,winnower,yes,1,20
899,horse/donkey cart for agriculture,no,,
899,water pump,no,,
899,tractor/hand-held motorized tiller,no,,
899,chemical sprayer (mercha),no,,
899,improved charcoal/wood stove,no,,
899,kerosene stove,no,,
899,modern bed,no,,
899,sofa/couch,no,,
899,modern chair,no,,
899,modern table,no,,
899,radio,no,,
899,television,no,,
899,electric fan,no,,
899,mobile phone,no,,
899,bicycle,no,,
899,motorbike,no,,
899,car or truck,no,,
899,grain mill house,no,,
899,sewing machine,no,,
901,axe(metrebia),yes,1,70
901,pick-axe (doma),no,,
901,sickle,yes,3,140
901,plough (include all related parts),yes,1,80
901,yoke,yes,1,20
901,hay fork,no,,
901,shovel,yes,1,50
901,hoe,yes,1,30
901,winnower,yes,1,15
901,horse/donkey cart for agriculture,no,,
901,water pump,no,,
901,tractor/hand-held motorized tiller,no,,
901,chemical sprayer (mercha),no,,
901,improved charcoal/wood stove,no,,
901,kerosene stove,no,,
901,modern bed,no,,
901,sofa/couch,no,,
901,modern chair,no,,
901,modern table,no,,
901,radio,yes,1,150
901,television,no,,
901,electric fan,no,,
901,mobile phone,no,,
901,bicycle,no,,
901,motorbike,no,,
901,car or truck,no,,
901,grain mill house,no,,
901,sewing machine,no,,
902,axe(metrebia),yes,2,70
902,pick-axe (doma),yes,1,50
902,sickle,yes,2,108
902,plough (include all related parts),yes,1,100
902,yoke,yes,2,40
902,hay fork,yes,1,30
902,shovel,no,,
902,hoe,yes,1,10
902,winnower,yes,1,30
902,horse/donkey cart for agriculture,no,,
902,water pump,no,,
902,tractor/hand-held motorized tiller,no,,
902,chemical sprayer (mercha),no,,
902,improved charcoal/wood stove,no,,
902,kerosene stove,no,,
902,modern bed,no,,
902,sofa/couch,no,,
902,modern chair,no,,
902,modern table,no,,
902,radio,no,,
902,television,no,,
902,electric fan,no,,
902,mobile phone,no,,
902,bicycle,no,,
902,motorbike,no,,
902,car or truck,no,,
902,grain mill house,no,,
902,sewing machine,no,,
903,axe(metrebia),yes,3,180
903,pick-axe (doma),yes,3,120
903,sickle,yes,3,192
903,plough (include all related parts),yes,2,300
903,yoke,yes,2,100
903,hay fork,yes,2,20
903,shovel,no,,
903,hoe,yes,2,20
903,winnower,yes,2,15
903,horse/donkey cart for agriculture,no,,
903,water pump,no,,
903,tractor/hand-held motorized tiller,no,,
903,chemical sprayer (mercha),no,,
903,improved charcoal/wood stove,no,,
903,kerosene stove,no,,
903,modern bed,no,,
903,sofa/couch,no,,
903,modern chair,no,,
903,modern table,no,,
903,radio,yes,1,400
903,television,no,,
903,electric fan,no,,
903,mobile phone,no,,
903,bicycle,no,,
903,motorbike,no,,
903,car or truck,no,,
903,grain mill house,no,,
903,sewing machine,no,,
904,axe(metrebia),yes,3,240
904,pick-axe (doma),yes,1,80
904,sickle,yes,5,300
904,plough (include all related parts),yes,2,240
904,yoke,yes,2,100
904,hay fork,yes,3,90
904,shovel,yes,2,80
904,hoe,yes,2,100
904,winnower,yes,6,60
904,horse/donkey cart for agriculture,no,,
904,water pump,no,,
904,tractor/hand-held motorized tiller,no,,
904,chemical sprayer (mercha),no,,
904,improved charcoal/wood stove,no,,
904,kerosene stove,no,,
904,modern bed,yes,1,2500
904,sofa/couch,yes,2,1200
904,modern chair,yes,3,600
904,modern table,yes,2,300
904,radio,yes,2,800
904,television,no,,
904,electric fan,no,,
904,mobile phone,yes,1,730
904,bicycle,no,,
904,motorbike,no,,
904,car or truck,no,,
904,grain mill house,no,,
904,sewing machine,no,,
905,axe(metrebia),yes,3,90
905,pick-axe (doma),yes,1,50
905,sickle,yes,2,100
905,plough (include all related parts),yes,2,260
905,yoke,yes,2,don't know
905,hay fork,yes,2,don't know
905,shovel,no,,
905,hoe,yes,3,45
905,winnower,yes,1,10
905,horse/donkey cart for agriculture,no,,
905,water pump,no,,
905,tractor/hand-held motorized tiller,no,,
905,chemical sprayer (mercha),no,,
905,improved charcoal/wood stove,no,,
905,kerosene stove,no,,
905,modern bed,no,,
905,sofa/couch,no,,
905,modern chair,no,,
905,modern table,no,,
905,radio,no,,
905,television,no,,
905,electric fan,no,,
905,mobile phone,no,,
905,bicycle,no,,
905,motorbike,no,,
905,car or truck,no,,
905,grain mill house,no,,
905,sewing machine,no,,
906,axe(metrebia),yes,2,170
906,pick-axe (doma),no,,
906,sickle,yes,3,29
906,plough (include all related parts),yes,1,50
906,yoke,yes,1,30
906,hay fork,yes,2,20
906,shovel,yes,1,10
906,hoe,no,,
906,winnower,yes,1,15
906,horse/donkey cart for agriculture,no,,
906,water pump,no,,
906,tractor/hand-held motorized tiller,no,,
906,chemical sprayer (mercha),no,,
906,improved charcoal/wood stove,yes,1,25
906,kerosene stove,no,,
906,modern bed,no,,
906,sofa/couch,no,,
906,modern chair,no,,
906,modern table,no,,
906,radio,no,,
906,television,no,,
906,electric fan,no,,
906,mobile phone,no,,
906,bicycle,no,,
906,motorbike,no,,
906,car or truck,no,,
906,grain mill house,no,,
906,sewing machine,no,,
907,axe(metrebia),yes,2,80
907,pick-axe (doma),yes,1,40
907,sickle,yes,3,80
907,plough (include all related parts),yes,1,don't know
907,yoke,yes,1,15
907,hay fork,yes,1,15
907,shovel,yes,1,50
907,hoe,yes,1,20
907,winnower,no,,
907,horse/donkey cart for agriculture,no,,
907,water pump,no,,
907,tractor/hand-held motorized tiller,no,,
907,chemical sprayer (mercha),no,,
907,improved charcoal/wood stove,no,,
907,kerosene stove,no,,
907,modern bed,no,,
907,sofa/couch,no,,
907,modern chair,no,,
907,modern table,no,,
907,radio,yes,1,50
907,television,no,,
907,electric fan,no,,
907,mobile phone,no,,
907,bicycle,no,,
907,motorbike,no,,
907,car or truck,no,,
907,grain mill house,no,,
907,sewing machine,no,,
908,axe(metrebia),yes,2,50
908,pick-axe (doma),yes,1,15
908,sickle,yes,3,75
908,plough (include all related parts),yes,1,120
908,yoke,yes,1,20
908,hay fork,no,,
908,shovel,no,,
908,hoe,yes,2,65
908,winnower,yes,1,20
908,horse/donkey cart for agriculture,no,,
908,water pump,no,,
908,tractor/hand-held motorized tiller,no,,
908,chemical sprayer (mercha),no,,
908,improved charcoal/wood stove,no,,
908,kerosene stove,no,,
908,modern bed,no,,
908,sofa/couch,no,,
908,modern chair,no,,
908,modern table,no,,
908,radio,no,,
908,television,no,,
908,electric fan,no,,
908,mobile phone,no,,
908,bicycle,no,,
908,motorbike,no,,
908,car or truck,no,,
908,grain mill house,no,,
908,sewing machine,no,,
909,axe(metrebia),yes,2,40
909,pick-axe (doma),no,,
909,sickle,yes,3,70
909,plough (include all related parts),yes,1,90
909,yoke,yes,1,10
909,hay fork,yes,2,10
909,shovel,yes,1,60
909,hoe,yes,1,15
909,winnower,yes,1,10
909,horse/donkey cart for agriculture,no,,
909,water pump,no,,
909,tractor/hand-held motorized tiller,no,,
909,chemical sprayer (mercha),no,,
909,improved charcoal/wood stove,no,,
909,kerosene stove,no,,
909,modern bed,no,,
909,sofa/couch,no,,
909,modern chair,no,,
909,modern table,no,,
909,radio,no,,
909,television,no,,
909,electric fan,no,,
909,mobile phone,no,,
909,bicycle,no,,
909,motorbike,no,,
909,car or truck,no,,
909,grain mill house,no,,
909,sewing machine,no,,
910,axe(metrebia),yes,2,30
910,pick-axe (doma),no,,
910,sickle,yes,3,70
910,plough (include all related parts),yes,3,210
910,yoke,yes,1,15
910,hay fork,yes,2,10
910,shovel,no,,
910,hoe,yes,1,5
910,winnower,no,,
910,horse/donkey cart for agriculture,no,,
910,water pump,no,,
910,tractor/hand-held motorized tiller,no,,
910,chemical sprayer (mercha),no,,
910,improved charcoal/wood stove,yes,1,don't know
910,kerosene stove,no,,
910,modern bed,no,,
910,sofa/couch,no,,
910,modern chair,no,,
910,modern table,no,,
910,radio,no,,
910,television,no,,
910,electric fan,no,,
910,mobile phone,no,,
910,bicycle,no,,
910,motorbike,no,,
910,car or truck,no,,
910,grain mill house,no,,
910,sewing machine,no,,
911,axe(metrebia),yes,1,30
911,pick-axe (doma),no,,
911,sickle,yes,2,50
911,plough (include all related parts),yes,1,60
911,yoke,yes,1,30
911,hay fork,yes,2,10
911,shovel,no,,
911,hoe,yes,1,5
911,winnower,no,,
911,horse/donkey cart for agriculture,no,,
911,water pump,no,,
911,tractor/hand-held motorized tiller,no,,
911,chemical sprayer (mercha),no,,
911,improved charcoal/wood stove,yes,1,don't know
911,kerosene stove,no,,
911,modern bed,no,,
911,sofa/couch,no,,
911,modern chair,no,,
911,modern table,no,,
911,radio,no,,
911,television,no,,
911,electric fan,no,,
911,mobile phone,no,,
911,bicycle,no,,
911,motorbike,no,,
911,car or truck,no,,
911,grain mill house,no,,
911,sewing machine,no,,
912,axe(metrebia),yes,2,70
912,pick-axe (doma),no,,
912,sickle,yes,3,110
912,plough (include all related parts),yes,3,90
912,yoke,yes,1,12
912,hay fork,yes,1,20
912,shovel,yes,1,80
912,hoe,yes,1,30
912,winnower,yes,1,25
912,horse/donkey cart for agriculture,no,,
912,water pump,no,,
912,tractor/hand-held motorized tiller,no,,
912,chemical sprayer (mercha),no,,
912,improved charcoal/wood stove,no,,
912,kerosene stove,no,,
912,modern bed,no,,
912,sofa/couch,no,,
912,modern chair,no,,
912,modern table,no,,
912,radio,no,,
912,television,no,,
912,electric fan,no,,
912,mobile phone,no,,
912,bicycle,no,,
912,motorbike,no,,
912,car or truck,no,,
912,grain mill house,no,,
912,sewing machine,no,,
913,axe(metrebia),yes,2,70
913,pick-axe (doma),no,,
913,sickle,yes,4,120
913,plough (include all related parts),yes,1,90
913,yoke,yes,1,20
913,hay fork,yes,2,40
913,shovel,no,,
913,hoe,yes,2,30
913,winnower,no,,
913,horse/donkey cart for agriculture,no,,
913,water pump,no,,
913,tractor/hand-held motorized tiller,no,,
913,chemical sprayer (mercha),no,,
913,improved charcoal/wood stove,no,,
913,kerosene stove,no,,
913,modern bed,no,,
913,sofa/couch,no,,
913,modern chair,no,,
913,modern table,no,,
913,radio,no,,
913,television,no,,
913,electric fan,no,,
913,mobile phone,no,,
913,bicycle,no,,
913,motorbike,no,,
913,car or truck,no,,
913,grain mill house,no,,
913,sewing machine,no,,
914,axe(metrebia),yes,2,90
914,pick-axe (doma),yes,2,120
914,sickle,yes,3,30
914,plough (include all related parts),yes,3,200
914,yoke,yes,1,40
914,hay fork,yes,2,10
914,shovel,yes,2,100
914,hoe,yes,2,20
914,winnower,no,,
914,horse/donkey cart for agriculture,no,,
914,water pump,no,,
914,tractor/hand-held motorized tiller,no,,
914,chemical sprayer (mercha),no,,
914,improved charcoal/wood stove,no,,
914,kerosene stove,no,,
914,modern bed,no,,
914,sofa/couch,no,,
914,modern chair,no,,
914,modern table,no,,
914,radio,yes,1,200
914,television,no,,
914,electric fan,no,,
914,mobile phone,no,,
914,bicycle,no,,
914,motorbike,no,,
914,car or truck,no,,
914,grain mill house,no,,
914,sewing machine,no,,
915,axe(metrebia),yes,2,30
915,pick-axe (doma),no,,
915,sickle,yes,3,45
915,plough (include all related parts),yes,1,80
915,yoke,yes,1,20
915,hay fork,yes,1,5
915,shovel,yes,1,30
915,hoe,no,,
915,winnower,no,,
915,horse/donkey cart for agriculture,no,,
915,water pump,no,,
915,tractor/hand-held motorized tiller,no,,
915,chemical sprayer (mercha),no,,
915,improved charcoal/wood stove,no,,
915,kerosene stove,no,,
915,modern bed,no,,
915,sofa/couch,no,,
915,modern chair,no,,
915,modern table,no,,
915,radio,no,,
915,television,no,,
915,electric fan,no,,
915,mobile phone,no,,
915,bicycle,no,,
915,motorbike,no,,
915,car or truck,no,,
915,grain mill house,no,,
915,sewing machine,no,,
916,axe(metrebia),yes,2,130
916,pick-axe (doma),yes,1,50
916,sickle,yes,4,126
916,plough (include all related parts),yes,1,100
916,yoke,yes,1,40
916,hay fork,yes,2,40
916,shovel,yes,1,30
916,hoe,no,,
916,winnower,no,,
916,horse/donkey cart for agriculture,no,,
916,water pump,no,,
916,tractor/hand-held motorized tiller,no,,
916,chemical sprayer (mercha),no,,
916,improved charcoal/wood stove,no,,
916,kerosene stove,no,,
916,modern bed,no,,
916,sofa/couch,no,,
916,modern chair,no,,
916,modern table,no,,
916,radio,no,,
916,television,no,,
916,electric fan,no,,
916,mobile phone,no,,
916,bicycle,no,,
916,motorbike,no,,
916,car or truck,no,,
916,grain mill house,no,,
916,sewing machine,no,,
917,axe(metrebia),yes,2,240
917,pick-axe (doma),yes,1,70
917,sickle,yes,6,60
917,plough (include all related parts),yes,1,120
917,yoke,yes,1,25
917,hay fork,yes,1,10
917,shovel,yes,1,50
917,hoe,yes,2,40
917,winnower,no,,
917,horse/donkey cart for agriculture,no,,
917,water pump,no,,
917,tractor/hand-held motorized tiller,no,,
917,chemical sprayer (mercha),no,,
917,improved charcoal/wood stove,no,,
917,kerosene stove,no,,
917,modern bed,no,,
917,sofa/couch,no,,
917,modern chair,no,,
917,modern table,no,,
917,radio,no,,
917,television,no,,
917,electric fan,no,,
917,mobile phone,no,,
917,bicycle,no,,
917,motorbike,no,,
917,car or truck,no,,
917,grain mill house,no,,
917,sewing machine,no,,
918,axe(metrebia),yes,1,120
918,pick-axe (doma),no,,
918,sickle,yes,2,30
918,plough (include all related parts),yes,1,120
918,yoke,yes,1,25
918,hay fork,yes,1,10
918,shovel,no,,
918,hoe,yes,1,20
918,winnower,no,,
918,horse/donkey cart for agriculture,no,,
918,water pump,no,,
918,tractor/hand-held motorized tiller,no,,
918,chemical sprayer (mercha),no,,
918,improved charcoal/wood stove,no,,
918,kerosene stove,no,,
918,modern bed,no,,
918,sofa/couch,no,,
918,modern chair,no,,
918,modern table,no,,
918,radio,no,,
918,television,no,,
918,electric fan,no,,
918,mobile phone,no,,
918,bicycle,no,,
918,motorbike,no,,
918,car or truck,no,,
918,grain mill house,no,,
918,sewing machine,no,,
919,axe(metrebia),yes,2,24
919,pick-axe (doma),no,,
919,sickle,yes,2,20
919,plough (include all related parts),yes,1,110
919,yoke,yes,1,35
919,hay fork,yes,1,20
919,shovel,no,,
919,hoe,no,,
919,winnower,yes,1,15
919,horse/donkey cart for agriculture,no,,
919,water pump,no,,
919,tractor/hand-held motorized tiller,no,,
919,chemical sprayer (mercha),no,,
919,improved charcoal/wood stove,no,,
919,kerosene stove,no,,
919,modern bed,no,,
919,sofa/couch,no,,
919,modern chair,no,,
919,modern table,no,,
919,radio,no,,
919,television,no,,
919,electric fan,no,,
919,mobile phone,no,,
919,bicycle,no,,
919,motorbike,no,,
919,car or truck,no,,
919,grain mill house,no,,
919,sewing machine,no,,
920,axe(metrebia),yes,2,50
920,pick-axe (doma),yes,1,30
920,sickle,yes,3,50
920,plough (include all related parts),yes,1,don't know
920,yoke,yes,3,don't know
920,hay fork,no,,
920,shovel,no,,
920,hoe,no,,
920,winnower,no,,
920,horse/donkey cart for agriculture,no,,
920,water pump,no,,
920,tractor/hand-held motorized tiller,no,,
920,chemical sprayer (mercha),no,,
920,improved charcoal/wood stove,no,,
920,kerosene stove,no,,
920,modern bed,no,,
920,sofa/couch,no,,
920,modern chair,no,,
920,modern table,no,,
920,radio,no,,
920,television,no,,
920,electric fan,no,,
920,mobile phone,no,,
