hhid,sectionc1,sectionc2a,sectionc2b,sectionc2c,sectionc3,sectionc4,sectionc5,sectionc6,sectionc7,sectionc8,sectionc9a,sectionc9b,sectionc10,sectionc11,sectionc12,sectionc13
1039,4,2,timad,.5,teuf,5,rain,9,yes,inherited,yes,yes,,,annual crop,1
1040,1,2,timad,.5,lem-teuf,1,rain,26,yes,allocated by government,yes,yes,,,annual crop,1
1040,2,7,timad,1.75,lem-teuf,30,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1040,3,.75,timad,.1875,teuf,1,rain,26,yes,allocated by government,yes,yes,,,livestock/grazing,
1095,1,6,kert,1.5,lem,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1095,2,15,kert,3.75,lem,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1095,3,3,kert,.75,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1095,4,2,kert,.5,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1095,5,3,kert,.75,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1096,1,1,kert,.25,lem-teuf,1,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1096,2,1,kert,.25,teuf,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1096,3,2,kert,.5,lem,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1096,4,1.5,kert,.375,teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
1096,5,1.5,kert,.375,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
1097,1,2,kert,.5,lem-teuf,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1097,2,3,kert,.75,teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1097,3,8,kert,2,lem-teuf,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1097,4,2,kert,.5,lem,20,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
1097,5,2,kert,.5,lem,15,rain,21,yes,allocated by family,yes,yes,,,annual crop,1
1097,6,6,kert,1.5,teuf,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1098,1,2,kert,.5,lem-teuf,5,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
1098,2,2,kert,.5,lem,15,rain,1,"no, we rent it from others",,,,,700,annual crop,1
1098,3,2,kert,.5,lem-teuf,15,rain,1,"no, we rent it from others",,,,,700,annual crop,1
1099,1,2,kert,.5,lem-teuf,2,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1099,2,2,kert,.5,lem,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1099,3,2,kert,.5,lem-teuf,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1099,4,1,kert,.25,lem-teuf,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1099,5,4,kert,1,lem-teuf,15,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
1100,1,5,kert,1.25,lem-teuf,0,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1100,2,4,kert,1,lem,5,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1100,3,30,kert,7.5,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1101,1,4,kert,1,lem-teuf,0,rain,28,yes,allocated by family,yes,yes,,,multiple uses,
1101,2,4,kert,1,lem-teuf,15,rain,25,yes,allocated by family,yes,yes,,,livestock/grazing,
1101,3,2,kert,.5,teuf,10,rain,25,yes,allocated by family,yes,yes,,,livestock/grazing,
1101,4,2.5,kert,.625,teuf,30,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1101,5,5,kert,1.25,teuf,10,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1101,6,5,kert,1.25,teuf,15,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1101,7,3,kert,.75,lem-teuf,20,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1101,8,2,kert,.5,teuf,15,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1102,1,2,kert,.5,lem,0,rain,25,yes,allocated by government,yes,yes,,,multiple uses,
1102,2,2.5,kert,.625,lem,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,3,5,kert,1.25,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,4,5,kert,1.25,lem-teuf,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,5,2,kert,.5,lem-teuf,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,6,2,kert,.5,lem,30,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,7,4,kert,1,lem,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,8,2,kert,.5,lem,20,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,9,3,kert,.75,lem-teuf,30,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,10,1,kert,.25,lem-teuf,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1102,11,6,kert,1.5,teuf,20,rain,25,yes,allocated by government,yes,yes,,,livestock/grazing,
1103,1,2,kert,.40000001,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1103,2,5,kert,1,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1103,3,4,kert,.80000001,lem-teuf,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1103,4,4,kert,.80000001,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1103,5,4,kert,.80000001,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1103,6,2,kert,.40000001,lem-teuf,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1104,1,6,kert,1.2,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1104,2,4,kert,.80000001,teuf,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1105,1,6,kert,1.2,lem,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
1105,2,3,kert,.60000002,lem-teuf,10,rain,19,yes,allocated by government,yes,yes,,,annual crop,1
1105,3,5,kert,1,lem,10,rain,19,yes,allocated by government,yes,yes,,,annual crop,1
1105,4,1.5,kert,.30000001,lem,1,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1105,5,7,kert,1.4,lem,10,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1105,6,2,kert,.40000001,lem-teuf,15,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
1106,1,3,kert,.60000002,lem,60,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
1106,2,2,kert,.40000001,lem-teuf,10,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
1106,3,2,kert,.40000001,lem-teuf,3,rain,22,yes,allocated by government,yes,yes,,,multiple uses,
1106,4,4,kert,.80000001,lem,10,rain,17,"no, we rent it from others",,,,,3600,annual crop,1
1107,1,4,kert,.80000001,teuf,1,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1107,2,12,kert,2.4000001,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1108,1,5,kert,1,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1108,2,5,kert,1,lem,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1108,3,2,kert,.40000001,lem,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1109,1,3,kert,.60000002,lem-teuf,10,rain,9,yes,allocated by family,yes,yes,,,annual crop,1
1110,1,4,kert,.80000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1110,2,5,kert,1,lem,5,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1110,3,1,kert,.2,lem,3,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1110,4,2,kert,.40000001,lem,4,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1110,5,1,kert,.2,lem,10,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1111,1,4,kert,.80000001,lem-teuf,5,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1111,2,2,kert,.40000001,lem-teuf,30,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1112,1,.5,kert,.1,lem,10,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1112,2,.25,kert,.050000001,lem-teuf,2,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1112,3,1,kert,.2,teuf,15,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1112,4,1.5,kert,.30000001,lem-teuf,8,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1112,5,.25,kert,.050000001,teuf,12,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1112,6,1,kert,.2,teuf,20,rain,2,"no, we rent it from others",,,,,600,annual crop,1
1112,7,2,kert,.40000001,lem-teuf,5,rain,5,"no, we rent it from others",,,,,1200,annual crop,1
1113,1,5,kert,1,lem,2,rain,20,yes,allocated by government,yes,yes,,,multiple uses,
1113,2,3,kert,.60000002,lem,10,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1114,1,.25,kert,.050000001,lem-teuf,3,rain,19,yes,allocated by government,yes,yes,,,annual crop,1
1114,2,1.5,kert,.30000001,lem-teuf,2,rain,19,yes,allocated by government,yes,yes,,,multiple uses,
1114,3,6,kert,1.2,lem,15,rain,19,yes,allocated by government,yes,yes,,,annual crop,1
1114,4,1,kert,.2,lem,15,rain,19,yes,allocated by government,yes,yes,,,annual crop,1
1114,5,3,kert,.60000002,lem,15,rain,19,yes,allocated by government,"no, we sharecrop it out","no, we sharecrop it out",.5,,annual crop,1
1115,1,4,kert,.80000001,lem,1,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1115,2,2,kert,.40000001,lem,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1115,3,2,kert,.40000001,lem,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1115,4,7,kert,1.4,lem,30,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1115,5,3,kert,.60000002,lem,15,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1116,1,2,kert,.40000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1116,2,4,kert,.80000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1116,3,2,kert,.40000001,lem,40,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1116,4,10,kert,2,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1116,5,4,kert,.80000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1116,6,8,kert,1.6,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1117,1,5,kert,1,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1117,2,3,kert,.60000002,teuf,5,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1117,3,2,kert,.40000001,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1117,4,4,kert,.80000001,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1118,1,2,kert,.5,lem-teuf,0,rain,25,yes,allocated by family,yes,yes,,,multiple uses,
1118,2,2,kert,.5,teuf,10,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1118,3,1.5,kert,.375,teuf,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1118,4,4,kert,1,lem,60,rain,25,yes,allocated by family,yes,yes,,,annual crop,1
1118,5,1.5,kert,.375,lem-teuf,5,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1118,6,2,kert,.5,teuf,10,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1118,7,1,kert,.25,lem,15,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1118,8,1,kert,.25,lem,10,rain,25,yes,allocated by government,yes,yes,,,annual crop,1
1119,1,.5,kert,.125,lem-teuf,1,rain,3,yes,allocated by family,yes,yes,,,livestock/grazing,
1119,2,2,kert,.5,lem-teuf,10,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
1119,3,1.5,kert,.375,lem-teuf,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1119,4,2.5,kert,.625,lem-teuf,5,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
1119,5,2.5,kert,.625,lem-teuf,5,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
1120,1,4,kert,1,teuf,1,rain,20,yes,allocated by family,yes,yes,,,multiple uses,
1120,2,12,kert,3,teuf,30,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1120,3,4,kert,1,lem,45,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1120,4,3,kert,.75,lem-teuf,5,rain,1,"no, we rent it from others",,,,,2000,annual crop,1
1121,1,7,kert,1.75,teuf,0,rain,13,yes,allocated by family,yes,yes,,,multiple uses,
1121,2,2,kert,.5,lem-teuf,5,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
1121,3,3,kert,.75,teuf,60,rain,13,yes,allocated by family,yes,yes,,,annual crop,1
1121,4,3,kert,.75,teuf,15,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1121,5,2,kert,.5,lem,30,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1122,1,.5,kert,.125,lem-teuf,1,rain,10,yes,inherited,yes,yes,,,annual crop,2
1122,2,1.5,kert,.375,lem-teuf,10,rain,10,yes,inherited,yes,yes,,,annual crop,1
1122,3,1,kert,.25,lem-teuf,10,rain,5,"no, we borrow at no cost",,,,,,annual crop,1
1123,1,3,kert,.75,lem-teuf,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1123,2,2,kert,.5,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1124,1,2,kert,.5,teuf,60,rain,2,"no, we rent it from others",,,,,500,annual crop,1
1124,2,1.5,kert,.375,lem-teuf,60,rain,2,"no, we rent it from others",,,,,300,annual crop,1
1125,1,2,kert,.5,lem,0,rain,18,yes,allocated by family,yes,yes,,,perennial crops,
1125,2,2,kert,.5,lem,5,rain,18,yes,allocated by government,yes,yes,,,annual crop,1
1125,3,2,kert,.5,teuf,10,rain,18,yes,allocated by government,yes,yes,,,livestock/grazing,
1125,4,5,kert,1.25,lem-teuf,20,rain,0,"no, we rent it from others",,,,,1500,annual crop,1
1125,5,4,kert,1,teuf,25,rain,0,"no, we rent it from others",,,,,1200,annual crop,1
1125,6,2,kert,.5,lem,15,rain,0,"no, we rent it from others",,,,,600,annual crop,1
1126,1,1,kert,.2,lem-teuf,1,rain,27,yes,allocated by family,yes,yes,,,livestock/grazing,
1126,2,1,kert,.2,lem-teuf,10,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1126,3,4,kert,.80000001,lem,15,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1126,4,1,kert,.2,lem-teuf,10,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1126,5,4,kert,.80000001,lem-teuf,20,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1126,6,4,kert,.80000001,lem,25,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1127,1,1,kert,.2,lem,40,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1127,2,2,kert,.40000001,lem,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1127,3,6,kert,1.2,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1127,4,2,kert,.40000001,lem,2,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1127,5,3,kert,.60000002,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1127,6,1,kert,.2,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1127,7,4,kert,.80000001,lem,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1128,1,2,kert,.40000001,lem,3,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
1128,2,2,kert,.40000001,lem,30,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
1128,3,1,kert,.2,lem,1,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
1128,4,5,kert,1,lem-teuf,30,rain,30,yes,allocated by government,"no, we rent it to others","no, we rent it to others",,2000,annual crop,1
1129,1,1,kert,.25,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1129,2,3,kert,.75,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1129,3,2,kert,.5,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1129,4,2,kert,.5,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1130,1,1,kert,.25,lem,5,rain,36,yes,allocated by government,yes,yes,,,perennial crops,
1130,2,2,kert,.5,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1130,3,2,kert,.5,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1130,4,1,kert,.25,teuf,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1131,1,1,kert,.25,lem-teuf,0,rain,14,yes,allocated by family,yes,yes,,,perennial crops,
1131,2,3,kert,.75,lem-teuf,15,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
1131,3,2,kert,.5,lem-teuf,5,rain,14,yes,allocated by family,yes,yes,,,annual crop,1
1131,4,4,kert,1,lem-teuf,30,rain,0,"no, we rent it from others",,,,,800,annual crop,1
1131,5,2.5,kert,.625,lem-teuf,30,rain,0,"no, we rent it from others",,,,,300,annual crop,1
1132,1,4,kert,1,lem-teuf,2,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1132,2,5,kert,1.25,lem,30,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1132,3,5,kert,1.25,lem,30,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1132,4,6,kert,1.5,lem,20,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1132,5,3,kert,.75,lem-teuf,15,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1132,6,4,kert,1,lem-teuf,20,rain,4,"no, we rent it from others",,,,,2400,annual crop,1
1132,7,2,kert,.5,lem,5,rain,35,yes,allocated by government,yes,yes,,,annual crop,1
1133,1,1,kert,.25,lem,5,rain,4,"no, we rent it from others",,,,,200,annual crop,1
1133,2,4,kert,1,lem-teuf,15,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
1133,3,2,kert,.5,lem,2,rain,8,yes,allocated by family,yes,yes,,,multiple uses,
1133,4,1.5,kert,.375,teuf,90,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1133,5,3,kert,.75,lem-teuf,30,rain,3,"no, we rent it from others",,,,,600,annual crop,1
1133,6,2,kert,.5,lem-teuf,30,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
1134,1,2,kert,.5,lem-teuf,20,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,2,3,kert,.75,lem-teuf,20,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,3,5,kert,1.25,lem,15,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,4,4,kert,1,teuf,5,rain,2,yes,inherited,yes,yes,,,multiple uses,
1134,5,2,kert,.5,lem-teuf,10,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,6,1,kert,.25,lem,3,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,7,1,kert,.25,lem,15,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,8,4,kert,1,lem-teuf,30,rain,2,yes,inherited,yes,yes,,,annual crop,1
1134,9,3,kert,.75,lem-teuf,20,rain,6,"no, we rent it from others",,,,,600,annual crop,1
1135,1,2,kert,.5,teuf,2,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1135,2,10,kert,2.5,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1136,1,2,kert,.5,lem-teuf,0,rain,27,yes,allocated by government,yes,yes,,,livestock/grazing,
1136,2,1,kert,.25,teuf,5,rain,27,yes,allocated by government,yes,yes,,,livestock/grazing,
1136,3,4,kert,1,lem-teuf,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1136,4,3,kert,.75,lem,10,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1136,5,3,kert,.75,lem,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1136,6,3,kert,.75,teuf,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1136,7,6,kert,1.5,lem-teuf,30,rain,0,"no, we rent it from others",,,,,1200,annual crop,1
1136,8,3,kert,.75,lem-teuf,5,rain,0,"no, we share-cropped in",,,,.5,not available,annual crop,1
1137,1,4,kert,1,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1137,2,2,kert,.5,teuf,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1137,3,2,kert,.5,teuf,20,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1137,4,4,kert,1,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1137,5,1,kert,.25,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1137,6,1,kert,.25,teuf,10,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1138,1,2,kert,.5,lem,5,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1138,2,1.25,kert,.3125,lem,2,rain,36,yes,allocated by government,yes,yes,,,perennial crops,
1138,3,4,kert,1,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1138,4,4,kert,1,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1138,5,2,kert,.5,lem,15,rain,26,yes,allocated by government,yes,yes,,,annual crop,1
1138,6,4,kert,1,lem,10,rain,26,yes,allocated by government,yes,yes,,,annual crop,1
1139,1,3,kert,.75,lem,3,rain,36,yes,allocated by government,yes,yes,,,perennial crops,
1139,2,3,kert,.75,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1139,3,4,kert,1,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1139,4,4,kert,1,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1140,1,5,kert,1.25,lem-teuf,5,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
1140,2,5,kert,1.25,lem-teuf,5,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1141,1,3,kert,.60000002,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1141,2,2,kert,.40000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1141,3,1,kert,.2,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1141,4,1,kert,.2,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1141,5,2,kert,.40000001,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1141,6,2.5,kert,.5,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1141,7,2.5,kert,.5,lem,20,rain,26,yes,allocated by family,yes,yes,,,annual crop,1
1141,8,4,kert,.80000001,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1142,1,7,kert,1.4,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1142,2,2,kert,.40000001,lem-teuf,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1142,3,1.5,kert,.30000001,lem,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1143,1,2,kert,.40000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1143,2,4,kert,.80000001,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1143,3,4,kert,.80000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1143,4,4,kert,.80000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1144,1,1,kert,.2,lem-teuf,1,rain,21,yes,allocated by government,yes,yes,,,livestock/grazing,
1144,2,1,kert,.2,lem,5,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1144,3,2.5,kert,.5,lem,10,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1144,4,2.5,kert,.5,lem-teuf,15,rain,21,yes,allocated by government,yes,yes,,,annual crop,1
1145,1,4,kert,.80000001,lem-teuf,10,rain,1,yes,allocated by government,yes,yes,,,multiple uses,
1145,2,3,kert,.60000002,lem,15,rain,1,yes,allocated by government,yes,yes,,,annual crop,1
1145,3,3,kert,.60000002,lem-teuf,30,rain,1,yes,allocated by government,yes,yes,,,annual crop,1
1145,4,6,kert,1.2,lem-teuf,10,rain,1,yes,allocated by government,yes,yes,,,annual crop,1
1146,1,3,kert,.60000002,lem,6,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1146,2,3,kert,.60000002,lem-teuf,6,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1146,3,2.5,kert,.5,lem,7,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
1147,1,3,kert,.60000002,lem-teuf,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1147,2,4,kert,.80000001,lem-teuf,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1147,3,16,kert,3.2,lem-teuf,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1148,1,3,kert,.60000002,lem-teuf,3,rain,2,"no, we rent it from others",,,,,1200,annual crop,1
1148,2,4,kert,.80000001,lem-teuf,3,rain,6,"no, we rent it from others",,,,,3000,annual crop,1
1148,3,2,kert,.40000001,lem-teuf,6,rain,4,"no, we rent it from others",,,,,850,annual crop,1
1149,1,6,kert,1.2,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1149,2,3,kert,.60000002,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1149,3,3,kert,.60000002,teuf,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,1,.5,kert,.1,lem,15,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1150,2,3,kert,.60000002,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,3,1.5,kert,.30000001,lem,20,rain,3,yes,inherited,yes,yes,,,livestock/grazing,
1150,4,2,kert,.40000001,lem,5,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1150,5,1,kert,.2,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,6,2,kert,.40000001,teuf,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,7,1.5,kert,.30000001,teuf,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,8,2,kert,.40000001,teuf,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1150,9,3,kert,.60000002,lem,15,rain,3,yes,inherited,yes,yes,,,annual crop,1
1150,10,1,kert,.2,lem,15,rain,36,yes,allocated by government,yes,yes,,,livestock/grazing,
1151,1,1,kert,.2,lem,5,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
1151,2,1,kert,.2,lem,5,rain,22,yes,allocated by family,yes,yes,,,annual crop,1
1151,3,1,kert,.2,lem-teuf,15,rain,18,yes,allocated by family,yes,yes,,,livestock/grazing,
1151,4,1,kert,.2,lem,3,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
1151,5,2,kert,.40000001,lem,10,rain,18,yes,allocated by family,yes,yes,,,annual crop,1
1151,6,4,kert,.80000001,teuf,60,rain,18,yes,allocated by family,yes,yes,,,livestock/grazing,
1151,7,2,kert,.40000001,lem,10,rain,18,yes,allocated by family,yes,yes,,,livestock/grazing,
1151,8,2,kert,.40000001,lem,10,rain,14,"no, we share-cropped in",,,,.5,not available,annual crop,1
