hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3,1,ginbot,6,quintal,6,white,cash,7200,1200,assemblers from outside village,he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,60,20,man,100,,yes,yes,no,no,no,
499,3,3,nehase,5,quintal,5,white,cash,6850,1370,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,60,20,man,100,,yes,yes,no,no,no,
499,3,2,sene,6,quintal,6,white,cash,7800,1300,at wholesale market: traveling trader going to addis,he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,60,20,man,100,,yes,yes,no,no,no,
500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,5,2,miazia,.5,quintal,.5,white,cash,450,900,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,40,20,woman,100,,no,,no,no,yes,no
501,5,1,megabit,.40000001,quintal,.40000001,white,cash,352,880,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,40,20,woman,100,,no,,no,no,yes,no
501,5,4,sene,.2,quintal,.2,white,cash,188,940,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,by foot,0,40,30,woman,100,,no,,no,no,yes,no
501,5,5,hamle,.2,quintal,.2,white,cash,192,960,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,1,by foot,0,40,20,woman,100,,no,,no,no,yes,no
501,5,3,ginbot,.5,quintal,.5,white,cash,460,920,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,40,30,woman,100,,no,,no,no,yes,no
502,4,3,megabit,50,kilogrammes,.5,white,cash,485,970,consumer,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,240,woman,100,,no,,no,no,yes,no
502,4,2,nehase,100,kilogrammes,1,red,cash,980,980,consumer,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,200,woman,100,,no,,no,no,yes,no
502,4,1,ginbot,100,kilogrammes,1,red,cash,860,860,consumer,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,150,woman,100,2,no,,no,no,yes,no
502,4,4,miazia,50,kilogrammes,.5,mix,cash,505,1010,consumer,he gives higher prices,local(weekly) market,no,yes,2,own donkey,0,120,90,woman,100,,no,,no,no,yes,no
503,1,1,ginbot,50,kilogrammes,.5,white,cash,610,1220,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,30,20,man,100,,no,,no,no,no,
504,2,2,ginbot,50,kilogrammes,.5,red,cash,500,1000,consumer,he gives higher prices,local(weekly) market,yes,no,,other donkeys,0,90,180,man,100,,no,,no,no,no,
504,2,1,ginbot,50,kilogrammes,.5,red,cash,460,920,consumer,he gives higher prices,local(weekly) market,yes,no,,other donkeys,0,90,300,man,100,,no,,no,no,no,
505,4,2,miazia,50,kilogrammes,.5,red,cash,430,860,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own donkey,0,90,20,man,100,,yes,yes,no,no,no,
505,4,1,megabit,50,kilogrammes,.5,red,cash,400,800,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own donkey,0,90,20,man,100,,yes,yes,no,no,no,
505,4,3,ginbot,50,kilogrammes,.5,red,cash,450,900,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own donkey,0,90,30,man,100,,no,,no,no,no,
505,4,4,sene,50,kilogrammes,.5,red,cash,500,1000,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own donkey,0,90,30,man,100,,yes,no,no,no,no,
506,3,1,ginbot,100,kilogrammes,1,red,cash,740,740,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,other donkeys,0,20,15,man,100,,no,,no,no,no,
506,3,2,ginbot,100,kilogrammes,1,red,cash,750,750,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,20,15,man,100,,no,,no,no,no,
506,3,3,ginbot,60,kilogrammes,.60000002,white,cash,558,930,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,20,15,man,100,,no,,no,no,no,
507,2,1,megabit,100,kilogrammes,1,white,mix,960,960,consumer,he gives higher prices,local(weekly) market,no,no,,own donkey,0,240,240,man,100,,no,,no,no,no,
507,2,2,miazia,100,kilogrammes,1,white,cash,1020,1020,consumer,he gives higher prices,local(weekly) market,no,no,,own donkey,0,240,60,man,100,,no,,no,no,no,
508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,4,4,ginbot,1,quintal,1,red,cash,720,720,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,210,25,man,100,,no,,no,no,no,
509,4,2,megabit,2,quintal,2,red,cash,1380,690,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,210,10,man,100,,no,,no,no,no,
509,4,1,yekatit,1,quintal,1,white,cash,820,820,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,210,30,man,100,,no,,no,no,no,
509,4,3,miazia,1,quintal,1,red,cash,710,710,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,no,,own donkey,0,210,10,man,100,,no,,no,no,no,
510,2,2,sene,100,kilogrammes,1,red,cash,810,810,"trader with fixed shop, selling teff elsewhere",i trust his weighing,local(weekly) market,yes,no,,other donkeys,0,120,10,man,100,,no,,no,no,no,
510,2,1,miazia,200,kilogrammes,2,red,cash,1420,710,"trader with fixed shop, selling teff elsewhere",i trust his weighing,local(weekly) market,yes,no,,other donkeys,0,120,10,man,100,,no,,no,no,no,
511,3,2,sene,200,kilogrammes,2,red,cash,1560,780,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,1,own donkey,0,60,20,man,100,,no,,no,no,no,
511,3,1,ginbot,100,kilogrammes,1,white,cash,820,820,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,1,own donkey,0,60,30,man,100,,no,,no,no,no,
511,3,3,hamle,200,kilogrammes,2,red,cash,1620,810,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,60,20,man,100,,no,,no,no,no,
512,2,1,megabit,100,kilogrammes,1,white,cash,800,800,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,1,own donkey,0,180,40,man,100,,no,,no,no,no,
512,2,2,yekatit,100,kilogrammes,1,red,cash,600,600,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,180,40,man,100,,no,,no,no,no,
513,2,2,hamle,300,kilogrammes,3,red,cash,3240,1080,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,60,30,man,100,,yes,yes,no,no,no,
513,2,1,ginbot,200,kilogrammes,2,white,cash,1840,920,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,60,15,man,100,,yes,yes,no,no,no,
514,2,1,ginbot,100,kilogrammes,1,white,cash,1000,1000,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),no,yes,2,own donkey,0,60,25,man,100,,no,,no,no,no,
514,2,2,sene,50,kilogrammes,.5,red,cash,510,1020,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),no,yes,3,own donkey,0,60,25,man,100,,no,,no,no,no,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,1,nehase,100,kilogrammes,1,red,cash,910,910,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,70,40,woman,100,,no,,no,no,no,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,7,5,ginbot,2,quintal,2,white,cash,2200,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,40,man,100,,no,,no,no,yes,no
516,7,3,miazia,2,quintal,2,white,cash,1960,980,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,40,man,100,,no,,no,no,yes,no
516,7,1,yekatit,3,quintal,3,white,cash,2580,860,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,30,man,100,,no,,no,no,yes,no
516,7,4,miazia,2,quintal,2,white,cash,2100,1050,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,40,man,100,,no,,no,no,yes,no
516,7,2,megabit,2,quintal,2,white,cash,1740,870,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own and other donkeys,0,90,30,man,100,,no,,no,no,yes,no
517,4,1,tir,140,kilogrammes,1.4,white,cash,1190,850,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,1,own donkey,0,40,60,man,100,,no,,no,no,no,
517,4,3,hamle,210,kilogrammes,2.0999999,white,cash,2310,1100,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,40,40,man,100,,no,,no,no,no,
517,4,4,tikimt,540,kilogrammes,5.4000001,white,cash,7500,1400,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,40,40,man,100,,no,,no,no,no,
517,4,2,hamle,490,kilogrammes,4.9000001,white,cash,4998,1020,"trader with fixed shop, selling teff elsewhere",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,40,50,man,100,,no,,no,no,no,
518,2,2,sene,2,quintal,2,white,cash,2200,1100,at wholesale market: traveling trader going to addis,there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,15,15,man,100,,no,,no,no,yes,no
518,2,1,megabit,2,quintal,2,white,cash,1800,900,at wholesale market: traveling trader going to addis,there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,15,15,man,100,,no,,no,no,yes,no
519,5,3,ginbot,300,kilogrammes,3,white,cash,3300,1100,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,30,15,man,100,,no,,no,no,no,
519,5,2,miazia,100,kilogrammes,1,white,cash,1050,1050,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,30,15,man,100,,no,,no,no,yes,no
519,5,1,megabit,100,kilogrammes,1,white,cash,1080,1080,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,30,15,man,100,,no,,no,no,yes,no
519,5,5,nehase,100,kilogrammes,1,white,cash,1120,1120,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,30,15,man,100,,no,,no,no,no,
519,5,4,sene,100,kilogrammes,1,white,cash,1000,1000,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own donkey,0,30,15,man,100,,no,,no,no,no,
520,2,2,miazia,100,kilogrammes,1,white,cash,1060,1060,at wholesale market: traveling trader going to addis,the buyer  is a relative,trader shop (fixed),yes,yes,2,own donkey,0,40,20,man,0,7,no,,no,no,no,
520,2,1,yekatit,100,kilogrammes,1,white,cash,1030,1030,at wholesale market: traveling trader going to addis,the buyer  is a relative,trader shop (fixed),yes,yes,2,own donkey,0,40,20,man,100,,no,,no,no,yes,no
521,4,2,yekatit,.5,quintal,.5,magna,cash,450,900,"trader with fixed shop, selling teff to addis",i trust his weighing,local(weekly) market,yes,no,,other donkeys,50,60,30,man,100,,no,,no,no,no,
521,4,4,ginbot,1,quintal,1,mix,cash,800,800,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,other donkeys,40,60,30,man,100,,no,,no,no,no,
521,4,3,ginbot,.5,quintal,.5,magna,cash,500,1000,"trader with fixed shop, selling teff to addis",i trust his weighing,local(weekly) market,yes,no,,other donkeys,45,60,30,man,100,,no,,no,no,no,
521,4,1,tahisas,1,quintal,1,magna,cash,850,850,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,1,other donkeys,50,60,30,man,100,,no,,no,no,no,
522,4,2,yekatit,7,quintal,7,magna,cash,8400,1200,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,yes,1,rented cart,42,60,20,man,100,,no,,no,no,no,
522,4,4,hamle,6,quintal,6,magna,cash,7800,1300,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,no,,own and other donkeys,22,60,15,man,100,,no,,no,no,no,
522,4,1,tir,10,quintal,10,magna,cash,10000,1000,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,yes,2,own and other donkeys,20,60,15,man,100,,no,,no,no,no,
522,4,3,megabit,10,quintal,10,magna,cash,12000,1200,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,no,,rented cart,38,60,15,mix,100,,no,,no,no,no,
523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2,2,sene,2.5,quintal,2.5,magna,cash,2600,1040,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,yes,3,own and other donkeys,10,120,120,man,100,,no,,no,no,no,
524,2,1,miazia,2,quintal,2,magna,cash,2000,1000,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,yes,2,own and other donkeys,7,120,60,man,100,,no,,no,no,no,
525,3,1,yekatit,7,quintal,7,white,cash,6650,950,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,20,60,30,mix,100,,no,,no,no,no,
525,3,2,ginbot,3,quintal,3,white,cash,3150,1050,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,yes,no,,own and other donkeys,18,60,120,mix,100,,no,,no,no,no,
525,3,3,ginbot,2,quintal,2,mix,cash,1400,700,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,yes,no,,own and other donkeys,32,60,120,mix,100,,no,,no,no,no,
526,1,1,ginbot,2,medeb,2,white,cash,1800,900,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,yes,3,own and other donkeys,100,120,60,mix,100,,no,,no,no,no,
527,5,3,miazia,2,quintal,2,white,cash,2700,1350,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,3,own and other donkeys,10,75,20,man,100,,no,,no,no,no,
527,5,1,tahisas,1,quintal,1,white,cash,1200,1200,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,3,own and other donkeys,15,75,20,man,100,,no,,no,no,no,
527,5,4,hamle,2,quintal,2,white,cash,3000,1500,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,1,own and other donkeys,10,75,20,man,100,,no,,no,no,no,
527,5,2,yekatit,1,quintal,1,white,cash,1350,1350,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own and other donkeys,20,75,15,man,100,,no,,no,no,no,
527,5,5,meskerem,1.5,quintal,1.5,white,cash,2205,1470,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,2,own and other donkeys,15,75,20,man,100,,no,,no,no,no,
528,3,2,tahisas,1,quintal,1,white,cash,700,700,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,other donkeys,5,60,60,man,100,,no,,no,no,no,
528,3,1,tahisas,1,kilogrammes,1,magna,cash,850,850,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,3,rented cart,16,30,120,man,100,,no,,no,no,no,
528,3,3,tir,1,quintal,1,magna,cash,900,900,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,no,,rented cart,12,30,120,man,100,,no,,no,no,no,
529,2,1,megabit,2,quintal,2,white,cash,1600,800,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,other donkeys,20,80,60,man,100,,no,,no,no,no,
529,2,2,miazia,2,quintal,2,white,cash,1800,900,"trader with fixed shop, selling teff to addis",i trust his weighing,local(weekly) market,yes,yes,2,other donkeys,25,80,40,man,100,,no,,no,no,no,
530,1,1,ginbot,1,quintal,1,mix,cash,1000,1000,"trader with fixed shop, selling teff to addis",he pays immediately,on the farm or home,yes,yes,2,own donkey,50,60,120,man,100,,no,,no,no,no,
531,3,1,ginbot,6,quintal,6,white,cash,7200,1200,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,yes,2,own cart,0,30,30,man,100,,no,,no,no,no,
531,3,3,meskerem,2,quintal,2,white,cash,2700,1350,at wholesale market: traveling trader going to addis,he pays immediately,trader shop (fixed),yes,yes,3,own cart,0,30,30,man,100,,no,,no,no,no,
531,3,2,sene,8,quintal,8,magna,cash,11200,1400,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,yes,3,own cart,0,30,30,man,100,,no,,no,no,no,
532,1,1,yekatit,2,quintal,2,white,cash,2400,1200,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,yes,2,rented cart,23,30,60,man,100,,no,,no,no,no,
533,1,1,ginbot,4,quintal,4,magna,cash,3600,900,"trader with fixed shop, selling teff to addis",he accepts large quantities,local(weekly) market,yes,no,,rented cart,40,30,15,man,100,,no,,no,no,no,
534,5,2,hamle,2,quintal,2,white,cash,2100,1050,"trader with fixed shop, selling teff to addis",he pays immediately,trader shop (fixed),yes,yes,3,other donkeys,30,60,60,man,100,,no,,no,no,no,
534,5,4,nehase,2,quintal,2,magna,cash,2500,1250,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,yes,1,other donkeys,20,120,30,man,100,,no,,no,no,no,
534,5,5,meskerem,1,quintal,1,magna,cash,1450,1450,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,yes,1,other donkeys,20,120,30,man,100,,no,,no,no,no,
534,5,3,hamle,3,quintal,3,magna,cash,3600,1200,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,yes,2,other donkeys,30,120,30,man,100,,no,,no,no,no,
534,5,1,sene,3,quintal,3,white,cash,2850,950,"trader with fixed shop, selling teff to addis",he pays immediately,trader shop (fixed),yes,yes,2,other donkeys,50,60,60,man,100,,no,,no,no,no,
535,3,3,ginbot,3,quintal,3,white,cash,2550,850,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,yes,3,rented cart,24,40,90,man,100,,no,,no,no,no,
535,3,1,tir,4,quintal,4,magna,cash,3600,900,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,yes,2,rented cart,32,40,90,man,100,,no,,no,no,no,
535,3,2,miazia,3,quintal,3,white,cash,2250,750,"trader with fixed shop, selling teff to addis",he accepts large quantities,trader shop (fixed),yes,yes,2,rented cart,24,40,120,man,100,,no,,no,no,no,
536,3,2,tikimt,3.1500001,quintal,3.1500001,magna,cash,5103,1620,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,yes,no,,own and other donkeys,10,90,120,man,100,,no,,no,no,no,
536,3,1,ginbot,7,quintal,7,white,cash,11000,1570,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,yes,no,,own and other donkeys,100,90,120,man,100,,no,,no,no,no,
536,3,3,hamle,1.5,quintal,1.5,mix,cash,1350,900,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,yes,no,,own and other donkeys,20,80,120,man,100,,no,,no,no,no,
537,2,2,ginbot,4,quintal,4,magna,cash,4800,1200,at wholesale market: traveling trader going to addis,he accepts large quantities,local(weekly) market,no,no,,own and other donkeys,23,60,90,mix,100,,no,,no,no,no,
537,2,1,tahisas,1,quintal,1,red,cash,650,650,consumer,he buys at the farmgate,local(weekly) market,no,no,,by foot,10,60,120,man,100,,no,,no,no,no,
538,2,1,sene,3,quintal,3,white,cash,3900,1300,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),no,no,,other donkeys,15,120,60,man,100,,no,,no,no,no,
538,2,2,hamle,3,quintal,3,white,cash,3900,1300,"trader with fixed shop, selling teff elsewhere",he pays immediately,trader shop (fixed),no,no,,other donkeys,12,120,60,man,100,,no,,no,no,no,
539,3,2,tir,1.5,quintal,1.5,white,cash,1230,820,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,yes,yes,2,own donkey,20,90,60,mix,100,,no,,no,no,no,
539,3,3,tir,1,quintal,1,white,cash,800,800,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,40,180,60,man,100,,no,,no,no,no,
539,3,1,tahisas,1,quintal,1,magna,cash,920,920,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,30,90,30,man,100,,no,,no,no,no,
540,2,2,yekatit,1,quintal,1,white,cash,1000,1000,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,10,180,60,man,100,,no,,no,no,no,
540,2,1,tahisas,1,quintal,1,magna,cash,1300,1300,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,no,,own and other donkeys,7,180,60,man,100,,no,,no,no,no,
541,1,1,megabit,2,quintal,2,magna,cash,1600,800,"trader with fixed shop, selling teff to addis",he gives higher prices,local(weekly) market,yes,no,,own donkey,10,30,30,man,100,,no,,no,no,no,
542,2,2,miazia,1.3,quintal,1.3,magna,cash,1430,1100,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,yes,3,own donkey,12,60,20,man,100,,no,,no,no,no,
542,2,1,megabit,2.2,quintal,2.2,magna,cash,1980,900,at wholesale market: traveling trader going to addis,i trust his weighing,local(weekly) market,yes,yes,3,own donkey,15,60,15,man,100,,no,,no,no,no,
543,3,3,sene,1,quintal,1,white,cash,880,880,at wholesale market: traveling trader going to addis,there is no real difference with other traders,local(weekly) market,yes,yes,4,own donkey,10,10,15,man,100,,no,,no,no,no,
543,3,1,yekatit,2,quintal,2,magna,cash,1600,800,at wholesale market: traveling trader going to addis,there is no real difference with other traders,local(weekly) market,yes,yes,8,own donkey,10,10,40,man,100,,no,,no,no,no,
543,3,2,sene,1,quintal,1,magna,cash,920,920,at wholesale market: traveling trader going to addis,he pays immediately,local(weekly) market,yes,yes,9,own donkey,16,10,20,man,100,,no,,no,no,no,
544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,3,3,hamle,1,quintal,1,magna,cash,1400,1400,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,30,60,man,100,,no,,no,no,no,
545,3,1,tir,1,quintal,1,magna,cash,900,900,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,other donkeys,0,30,60,man,100,,no,,no,no,no,
545,3,2,ginbot,1,quintal,1,magna,cash,1100,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,1,other donkeys,0,30,40,man,100,,no,,no,no,no,
546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,4,2,yekatit,.5,quintal,.5,white,barter,380,760,consumer,he pays immediately,local(weekly) market,yes,no,,other donkeys,50,35,1,man,100,,no,,no,no,yes,no
547,4,1,yekatit,1,quintal,1,white,cash,830,830,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,no,,other donkeys,50,35,2,man,100,,no,,no,no,yes,no
547,4,3,sene,2,quintal,2,white,cash,1820,910,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,no,,other donkeys,50,45,2,man,100,,no,,no,no,yes,no
547,4,4,nehase,.5,quintal,.5,white,cash,515,1030,consumer,he pays immediately,local(weekly) market,yes,no,,other donkeys,50,45,2,man,100,,no,,no,no,yes,no
548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1,1,nehase,1,quintal,1,magna,cash,1300,1300,"trader with fixed shop, selling teff to addis",i trust his weighing,local(weekly) market,yes,yes,5,own and other donkeys,30,60,60,man,50,7,yes,yes,yes,no,no,
549,1,2,meskerem,1,quintal,1,magna,cash,1450,1450,"trader with fixed shop, selling teff to addis",i trust his weighing,local(weekly) market,yes,yes,6,own and other donkeys,30,60,60,woman,100,,yes,yes,yes,no,no,
550,1,1,hamle,.60000002,quintal,.60000002,magna,cash,540,900,consumer,he pays immediately,local(weekly) market,yes,no,,own donkey,0,30,120,man,100,,no,,no,no,no,
551,2,2,ginbot,4,quintal,4,mix,cash,4200,1050,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,rented cart,40,30,30,man,100,,no,,no,no,no,
551,2,1,megabit,4,quintal,4,mix,cash,3600,900,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,rented cart,40,30,30,man,100,,no,,no,no,no,
552,3,1,tir,2,quintal,2,red,cash,2000,1000,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,rented cart,20,60,60,man,100,,yes,yes,no,no,yes,no
552,3,2,sene,6,quintal,6,magna,cash,8400,1400,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,rented cart,60,60,60,man,100,,yes,yes,no,no,yes,no
552,3,3,nehase,3,quintal,3,mix,cash,4200,1400,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,rented cart,30,60,60,man,100,,yes,yes,no,no,yes,no
553,1,3,ginbot,3,quintal,3,mix,cash,3000,1000,at wholesale market: traveling trader going elsewhere,i trust his weighing,trader shop (fixed),yes,yes,3,rented cart,60,30,50,man,100,,no,,no,no,no,
553,1,1,tahisas,5,quintal,5,magna,cash,5000,1000,at wholesale market: traveling trader going elsewhere,i trust his weighing,trader shop (fixed),yes,yes,2,rented cart,100,30,60,man,100,,no,,no,no,no,
553,1,2,tir,3,quintal,3,mix,cash,2400,800,at wholesale market: traveling trader going elsewhere,i trust his weighing,trader shop (fixed),yes,yes,3,rented cart,60,30,50,man,100,,no,,no,no,no,
554,2,1,yekatit,5,quintal,5,white,cash,5500,1100,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,3,rented cart,40,20,120,man,100,,yes,no,no,no,no,
554,2,2,miazia,10,quintal,10,mix,cash,9000,900,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,4,rented cart,80,20,150,man,100,,yes,no,no,no,no,
