hhid,sectionf31,sectionf32,sectionf33,sectionf34,sectionf35,sectionf36,sectionf37,sectionf38,sectionf39,sectionf310,sectionf311
816,3,1,.13,1,.13,1,1,60,0,,0
817,5,1,.25,1,0,,3,30,0,,0
818,2,1,0,,0,,1,30,0,,0
819,6,1,.25,1,.25,1,1,40,0,,0
820,1,1,0,,0,,1,60,0,,0
821,3,1,.13,1,0,,1,30,0,,0
822,4,1,.07,1,0,,1,40,0,,0
823,2,1,.13,1,.13,1,2,30,0,,0
824,1,1,0,,0,,2,40,0,,0
825,1,2,0,,0,,1,30,0,,0
825,3,1,0,,0,,1,30,0,,0
826,3,1,.25,2,.059999999,1,2,40,68,do not know,0
827,3,1,.079999998,1,0,,1,40,0,,0
827,8,1,0,,0,,1,40,20,do not know,0
828,7,1,.17,1,.079999998,1,2,35,0,,0
829,2,1,.25,1,0,,2,21,0,,0
830,1,2,.1,1,.1,1,2,45,0,,0
830,3,1,.15000001,1,.15000001,1,2,45,0,,0
831,1,2,.15000001,1,.15000001,1,2,60,0,,0
832,2,1,.13,1,0,,1,30,0,,0
832,3,1,.13,1,0,,1,30,0,,0
833,2,1,0,,0,,2,35,0,,0
833,3,1,0,,0,,3,30,0,,0
834,1,1,.25,1,0,,1,35,0,,0
834,2,1,.25,1,0,,1,35,0,,0
835,1,1,.25,1,.25,1,2,30,0,,0
836,2,1,1,1,0,,1,30,0,,0
836,3,1,1,1,0,,1,30,0,,0
837,1,1,.15000001,1,0,,1,42,0,,0
838,3,1,.090000004,1,.090000004,1,2,45,0,,0
838,4,1,.039999999,1,.039999999,1,2,45,0,,0
839,4,1,.13,1,0,,1,60,0,,0
840,1,1,.25,1,0,,2,30,0,,0
841,2,1,.25,2,.25,2,1,40,100,2-4-d,0
842,1,1,.5,1,.5,2,2,45,30,2-4-d,0
842,3,1,.25,1,.25,2,2,45,15,2-4-d,0
843,2,1,.25,1,0,,2,30,0,,0
843,3,1,.13,1,0,,2,30,0,,0
844,5,1,.13,1,0,,2,40,40,2-4-d,0
845,3,1,.25,1,0,,2,30,0,,0
846,2,1,.25,1,0,,1,81,0,,0
847,5,1,.079999998,1,0,,2,37,0,,0
848,2,1,0,,0,,2,40,0,,0
848,3,1,0,,0,,2,40,0,,0
849,3,1,.25,1,.2,1,1,50,0,,0
850,2,1,.5,1,.25,2,2,45,0,,0
851,1,1,.25,1,.25,1,2,15,0,,0
851,2,1,.15000001,1,.15000001,1,2,15,0,,0
851,3,1,0,,0,,2,15,0,,0
852,3,1,0,,0,,2,20,0,,0
852,4,1,0,,0,,2,20,0,,0
853,1,1,.25,1,.2,1,2,21,0,,0
853,2,1,.25,1,.2,1,1,21,60,2-4-d,0
853,4,1,.25,1,.2,1,1,21,60,2-4-d,0
853,6,1,0,,0,,1,21,60,2-4-d,0
854,1,1,.30000001,1,.30000001,1,1,60,0,,0
854,2,1,.2,1,.2,1,1,60,0,,0
854,6,1,.2,1,.2,1,1,60,0,,0
855,2,1,.5,1,.5,1,2,28,18,do not know,20
856,3,1,1,1,1,2,1,30,0,,0
857,1,2,.029999999,2,.059999999,2,2,40,0,,0
857,5,1,.13,2,.13,2,2,40,0,,0
858,2,2,.059999999,1,0,,1,40,0,,0
858,3,1,.18000001,1,0,,1,40,0,,0
859,4,1,.25,1,0,,1,40,0,,0
860,4,1,0,,0,,2,30,0,,0
860,5,1,0,,0,,2,30,0,,0
861,1,2,0,,0,,1,45,0,,0
861,2,2,.13,1,.13,1,1,45,0,,0
861,3,1,0,,0,,1,45,0,,0
862,4,1,0,,0,,1,30,0,,0
863,2,1,0,,0,,1,45,0,,0
863,3,1,0,,0,,1,45,0,,0
864,3,1,0,,0,,2,40,0,,0
865,4,1,0,,0,,1,40,0,,0
866,5,1,0,,0,,1,40,0,,0
866,6,1,0,,0,,1,40,0,,0
867,1,1,0,,0,,1,30,0,,0
867,2,1,0,,0,,1,30,0,,0
868,1,1,0,,0,,1,30,0,,0
868,2,2,0,,0,,1,30,0,,0
869,1,1,0,,0,,1,30,0,,0
869,4,1,0,,0,,1,30,0,,0
869,6,1,0,,0,,2,30,0,,0
870,3,1,0,,0,,2,33,0,,0
871,2,1,0,,0,,1,20,0,,0
871,3,1,0,,0,,1,20,0,,0
872,1,1,0,,0,,1,30,0,,0
872,2,1,0,,0,,1,30,0,,0
872,5,1,0,,0,,1,30,0,,0
872,6,1,0,,0,,1,30,0,,0
873,2,1,0,,0,,1,30,0,,0
874,1,1,0,,0,,2,30,0,,0
874,1,2,0,,0,,2,30,0,,0
875,2,1,0,,0,,1,50,0,,0
875,3,1,0,,0,,1,60,0,,0
875,4,1,0,,0,,1,60,0,,0
876,2,1,0,,0,,1,30,0,,0
876,3,1,0,,0,,1,30,0,,0
877,3,1,.25,1,0,,1,40,0,,0
878,1,1,.25,1,0,,2,45,0,,0
879,3,1,.25,1,0,,1,60,0,,0
880,6,1,.1,1,0,,1,40,0,,0
880,8,1,.25,1,0,,1,40,0,,0
881,1,3,.25,1,0,,2,30,0,,0
882,4,1,.059999999,1,0,,2,30,0,,0
883,3,1,.13,1,0,,2,30,0,,0
883,4,1,.18000001,1,0,,2,30,0,,0
883,5,1,.18000001,1,0,,2,30,0,,0
884,1,2,10,1,0,,1,30,0,,0
885,2,1,.15000001,1,0,,2,45,0,,0
886,1,1,0,,0,,1,30,0,,0
886,5,1,0,,0,,1,30,0,,0
887,5,1,.25,1,0,,1,30,0,,0
888,6,1,.1,1,.059999999,1,1,40,0,,0
888,10,1,0,,0,,1,40,0,,0
889,2,1,0,,0,,1,30,0,,0
889,3,1,0,,0,,1,30,0,,0
890,1,1,.5,1,0,,1,40,0,,0
891,3,1,.25,1,0,,2,21,0,,0
892,3,1,.25,1,.07,1,1,40,0,,0
900,1,1,.25,1,.25,1,1,26,0,,0
900,3,1,.25,1,.30000001,1,1,23,0,,0
893,2,1,.20999999,1,.059999999,1,2,30,0,,0
894,1,3,.11,1,0,,1,35,0,,0
895,1,3,.12,1,.13,1,2,45,0,,40
896,2,1,.17,1,.17,1,2,40,0,,0
897,6,1,.5,1,.5,1,1,30,0,,0
898,5,1,0,,0,,2,35,0,,0
898,6,1,0,,0,,2,35,0,,0
899,3,1,.1,1,0,,1,50,0,,20
899,4,1,.1,1,0,,1,50,0,,40
901,1,1,.34999999,1,0,,1,40,0,,0
902,3,1,.18000001,1,.18000001,1,1,40,0,,0
903,2,1,.44,2,.22,1,2,40,0,,0
903,3,1,.22,2,.11,1,1,40,0,,0
903,6,1,.33000001,2,.16,1,1,40,0,,0
904,2,1,.5,2,.5,2,2,30,0,,0
904,8,1,.25,2,.25,2,2,30,0,,0
905,4,2,.1,2,0,,2,60,0,,0
906,1,1,.12,1,0,,1,60,0,,0
907,6,1,.090000004,1,0,,2,30,0,,0
908,3,1,0,,0,,1,25,0,,0
909,4,1,.30000001,1,0,,1,32,0,,0
910,8,1,.23999999,1,0,,1,40,0,,0
911,6,1,.13,1,0,,1,30,0,,0
912,4,1,.15000001,1,0,,2,40,0,,0
913,1,1,.25,1,0,,1,30,0,,0
914,1,1,0,,0,,2,30,0,,0
914,3,1,0,,0,,2,30,0,,0
915,3,1,.1,1,0,,2,15,0,,0
916,7,1,.25,1,0,,2,60,0,,0
917,1,1,.2,1,0,,2,30,0,,0
917,2,1,.2,1,0,,2,30,0,,0
917,5,1,.1,1,0,,2,30,0,,0
918,2,1,.059999999,1,0,,2,45,0,,0
919,1,3,.15000001,1,0,,2,15,0,,0
920,1,1,.40000001,1,.5,1,2,30,80,2-4-d,70
920,7,1,.30000001,1,.30000001,1,2,30,40,2-4-d,35
921,3,1,0,,0,,2,55,27,2-4-d,0
922,1,1,.25,1,0,,1,54,25,2-4-d,0
922,5,1,.25,1,0,,1,54,25,2-4-d,0
922,9,1,.5,1,0,,1,54,25,2-4-d,0
923,5,1,.25,1,.25,1,0,,27,2-4-d,0
923,6,1,.12,1,.12,1,0,,27,2-4-d,0
923,7,1,.12,1,.12,1,0,,27,2-4-d,0
924,1,1,.5,2,.25,2,1,50,80,2-4-d,0
925,1,1,0,,0,,2,45,37,2-4-d,0
926,1,1,.30000001,1,.30000001,1,1,40,30,2-4-d,0
926,3,1,.30000001,1,.30000001,1,1,40,30,2-4-d,0
926,4,1,.40000001,1,.40000001,1,1,40,30,2-4-d,0
927,1,1,.25,1,0,,1,40,28,do not know,0
928,1,1,.25,1,.25,1,1,40,40,do not know,0
928,2,1,.5,1,0,,1,40,40,do not know,0
929,4,1,1,1,.5,1,2,40,70,do not know,0
930,1,1,0,,0,,1,40,39,2-4-d,0
930,2,2,0,,0,,1,40,39,2-4-d,0
931,1,1,.15000001,1,0,,2,40,36,2-4-d,0
931,2,1,.1,1,0,,2,40,20,2-4-d,0
932,1,1,.5,1,.30000001,1,1,40,44,2-4-d,0
932,2,1,.30000001,1,.2,1,1,40,24,2-4-d,0
933,1,1,.25,1,0,,1,40,25,2-4-d,0
933,2,1,.25,1,0,,1,40,25,2-4-d,0
933,3,1,.25,1,0,,1,40,25,2-4-d,0
933,4,1,.5,1,0,,1,40,30,2-4-d,0
934,1,1,0,,0,,2,30,75,2-4-d,0
935,2,1,.25,1,0,,1,40,30,2-4-d,0
935,3,1,.12,1,0,,1,40,20,2-4-d,0
936,1,1,.25,1,0,,1,40,40,2-4-d,0
937,1,1,.5,1,0,,1,40,54,2-4-d,0
937,2,1,.5,1,0,,1,40,54,2-4-d,0
938,1,1,.5,1,0,,1,45,65,2-4-d,0
939,2,1,.5,1,.25,1,1,50,120,2-4-d,0
940,2,1,1,1,1,1,1,49,280,2-4-d,0
941,1,1,.059999999,1,.059999999,1,1,40,20,2-4-d,0
942,1,1,.18000001,1,0,,1,45,12,2-4-d,0
942,3,1,.18000001,1,0,,1,45,12,2-4-d,0
942,4,1,.18000001,1,0,,1,45,12,2-4-d,0
942,6,1,.36000001,1,0,,1,45,24,2-4-d,0
943,2,1,0,,0,,1,30,70,2-4-d,0
944,1,1,0,,0,,1,50,50,2-4-d,0
944,4,2,0,,0,,1,50,50,2-4-d,0
945,1,1,0,,0,,1,50,148,2-4-d,0
946,2,2,0,,0,,0,,40,2-4-d,0
947,1,1,0,,0,,1,30,75,2-4-d,0
948,1,1,0,,0,,1,40,75,2-4-d,0
949,1,1,0,,0,,1,30,30,2-4-d,0
950,1,1,0,,0,,1,40,150,2-4-d,0
951,2,2,0,,0,,1,35,45,do not know,0
951,5,1,0,,0,,1,40,45,do not know,0
952,1,1,0,,0,,2,45,85,do not know,0
953,2,1,0,,0,,1,55,37,do not know,0
954,6,2,.30000001,1,.60000002,1,2,20,37,do not know,0
955,1,1,0,,0,,1,30,0,,0
956,4,1,0,,0,,1,30,20,2-4-d,0
957,2,1,0,,0,,1,1,20,2-4-d,0
957,4,2,0,,0,,1,1,40,2-4-d,0
958,2,2,0,,0,,1,30,50,2-4-d,0
959,4,2,0,,0,,1,20,25,2-4-d,0
960,3,1,1,1,0,,1,45,105,2-4-d,0
960,4,1,0,,0,,1,45,105,2-4-d,0
961,3,2,.050000001,1,0,,1,30,70,2-4-d,0
962,1,1,0,,0,,1,30,20,2-4-d,0
963,1,1,.25,1,0,,1,30,40,2-4-d,12
963,2,2,.34999999,1,0,,1,30,45,2-4-d,12
964,3,2,0,,0,,1,18,75,2-4-d,0
965,3,1,0,,0,,1,30,30,2-4-d,0
966,1,1,.25,1,0,,1,40,14,2-4-d,0
967,2,5,0,,0,,0,,16,2-4-d,0
968,2,1,0,,0,,0,,0,,0
969,2,1,0,,0,,1,30,40,do not know,0
970,2,2,0,,0,,1,14,32,2-4-d,0
971,7,2,0,,0,,0,,20,do not know,0
971,7,3,0,,0,,0,,20,do not know,0
971,8,1,0,,0,,0,,8,do not know,0
972,2,1,0,,0,,0,,40,do not know,0
972,3,1,.25,1,0,,0,,38,do not know,0
973,1,1,0,,0,,0,,15,do not know,0
974,1,1,.5,1,.5,1,0,,50,2-4-d,0
974,2,3,.5,1,.5,1,0,,30,2-4-d,0
975,2,1,0,,0,,2,30,20,2-4-d,0
976,3,1,0,,0,,1,30,36,2-4-d,0
977,2,1,0,,0,,2,18,30,2-4-d,0
978,2,2,0,,0,,1,30,20,2-4-d,0
979,1,1,.40000001,1,.34999999,1,1,30,41,2-4-d,0
980,1,1,.5,1,.5,2,2,35,don't know,2-4-d,0
981,2,1,.5,1,.25,1,1,60,80,2-4-d,0
982,1,1,.13,1,.30000001,1,1,49,33,do not know,0
982,2,1,.5,1,.12,1,1,49,38,do not know,0
983,1,1,.5,1,0,,1,44,42,do not know,0
983,3,1,.25,1,0,,1,44,42,do not know,0
984,1,1,0,,0,,1,30,20,2-4-d,0
985,3,1,0,,0,,0,,0,,0
986,2,1,0,,0,,1,40,80,2-4-d,0
987,1,2,0,,0,,1,30,18,2-4-d,0
987,3,1,.1,1,.1,1,1,30,18,2-4-d,0
988,5,1,0,,0,,2,30,80,2-4-d,0
989,1,1,0,,0,,2,30,82,2-4-d,0
990,2,2,0,,0,,1,40,12,2-4-d,0
991,1,1,0,,0,,1,40,75,2-4-d,0
992,1,2,0,,0,,1,35,48,2-4-d,6
993,1,2,0,,0,,2,30,75,do not know,0
994,3,1,0,,0,,1,18,32,2-4-d,0
994,7,1,0,,0,,1,18,45,2-4-d,0
995,2,1,.12,1,0,,2,30,24,2-4-d,0
995,3,1,.12,1,0,,2,30,24,2-4-d,0
995,4,1,0,,0,,2,30,24,2-4-d,0
995,7,1,0,,0,,2,30,16,2-4-d,0
996,1,1,0,,0,,1,45,24,2-4-d,0
996,3,1,0,,0,,1,45,82,2-4-d,0
997,1,1,0,,0,,1,30,22.5,2-4-d,0
998,1,2,.1,1,0,,1,42,20,2-4-d,0
998,2,1,.2,1,0,,1,42,40,2-4-d,0
998,3,1,.15000001,1,0,,1,42,25,2-4-d,0
999,2,1,.079999998,1,.039999999,1,1,37,30,do not know,0
1000,1,1,0,,0,,1,30,16.5,2-4-d,0
1001,6,1,0,,0,,2,30,24,2-4-d,0
1002,1,1,.34999999,1,0,,1,30,68,2-4-d,0
1003,4,1,.12,1,.12,1,0,,38,do not know,0
1003,5,1,.12,1,.12,1,0,,38,do not know,0
1004,1,1,.30000001,1,0,,1,45,50,do not know,0
1005,3,1,.25,1,.15000001,1,1,55,80,2-4-d,0
1005,6,1,.13,1,0,,1,55,26,2-4-d,0
1006,2,1,1,1,.5,1,1,60,120,2-4-d,0
1007,2,1,.25,1,.25,1,1,50,40,2-4-d,0
1007,4,1,.13,1,.13,1,1,50,20,2-4-d,0
1007,5,1,.13,1,.13,1,1,50,20,2-4-d,0
1008,1,1,.75,1,.25,1,1,50,80,2-4-d,0
1009,1,1,.5,1,.5,1,1,40,80,2-4-d,0
1010,2,1,.25,1,.25,1,1,40,40,2-4-d,0
1010,4,1,.25,1,.25,1,1,40,40,2-4-d,0
1011,2,2,.15000001,1,.15000001,1,2,44,30,do not know,0
1012,1,1,.5,1,.5,1,1,50,85,2-4-d,0
1013,3,1,.12,1,.38,1,1,55,24,2-4-d,0
1014,1,1,.75,1,.5,1,1,50,100,2-4-d,0
1015,1,1,.25,1,.25,1,1,40,80,2-4-d,0
1015,2,1,.13,1,.13,1,1,40,80,2-4-d,0
1015,5,1,.25,1,.25,1,1,40,80,2-4-d,0
1016,1,1,.25,1,.25,1,1,4,80,2-4-d,0
1017,1,1,.5,1,.25,1,1,40,80,2-4-d,0
1018,1,1,.25,1,.25,1,1,33,32,2-4-d,0
1018,2,1,.25,1,.25,1,1,43,33,2-4-d,0
1019,1,1,.30000001,1,.30000001,1,1,15,0,,0
1019,2,1,.5,1,.5,1,1,15,0,,0
1019,3,1,.2,1,.2,1,1,15,0,,0
1020,1,1,.5,1,.25,1,1,30,90,2-4-d,0
1020,2,1,.25,1,.13,1,1,30,45,2-4-d,0
1020,3,1,.25,1,.13,1,1,30,45,2-4-d,0
1021,1,1,.2,1,.2,1,1,30,20,2-4-d,0
1021,2,1,.30000001,1,.30000001,1,1,30,50,2-4-d,0
1022,1,1,.75,1,.34999999,1,1,30,88,2-4-d,0
1022,3,1,.25,1,.15000001,1,1,30,44,2-4-d,0
1023,1,3,.5,1,0,,1,40,120,2-4-d,0
1024,1,1,.5,1,.5,2,1,30,95,other,0
1025,1,1,.23999999,1,0,,1,40,15,2-4-d,0
1026,1,1,.5,1,.25,1,1,40,50,2-4-d,0
1027,2,1,.5,1,.25,1,1,54,25,2-4-d,0
1028,1,1,.25,1,.25,1,1,30,48,2-4-d,0
1029,1,1,.5,1,.25,1,1,30,40,2-4-d,0
1030,1,1,.30000001,1,0,,2,30,85,2-4-d,0
1031,1,1,1,1,0,,1,30,80,2-4-d,0
1032,1,1,.34999999,1,0,,1,30,42,2-4-d,0
1032,3,1,.15000001,1,0,,1,30,42,2-4-d,0
1033,1,1,.5,1,0,,1,30,186,2-4-d,0
1034,4,1,0,,0,,2,21,30,do not know,0
1035,3,1,.25,1,0,,1,30,40,2-4-d,0
1035,4,1,.059999999,1,0,,1,12,20,2-4-d,0
1036,1,2,0,,0,,1,50,32,2-4-d,0
1036,2,1,0,,0,,1,50,12,2-4-d,0
1037,2,1,.2,1,.2,1,1,30,40,2-4-d,0
1038,2,1,.5,1,.5,1,1,30,90,2-4-d,0
1039,1,1,.5,1,.5,1,1,30,10,2-4-d,0
1040,2,1,.25,1,.25,1,1,40,80,2-4-d,0
1095,1,1,1,1,.25,1,1,30,36,2-4-d,0
1095,2,1,2,1,1,1,1,30,84,2-4-d,0
1095,5,1,1,1,.25,1,1,30,36,2-4-d,0
1096,2,1,.13,1,.13,1,2,40,12,2-4-d,0
1096,3,1,.25,1,.25,1,1,40,24,2-4-d,0
1097,3,1,.5,1,.5,1,1,35,32,2-4-d,0
1097,5,1,.25,1,.25,1,1,35,16,2-4-d,0
1097,6,1,.5,1,.5,1,0,,0,,0
1098,1,1,.5,1,.5,2,2,30,10.5,2-4-d,0
1098,2,1,.5,1,.5,2,2,30,10.5,2-4-d,0
1099,1,1,.5,1,.25,2,2,30,30,2-4-d,0
1099,5,1,1,1,.5,2,2,30,60,2-4-d,0
1100,3,1,2,1,1,1,1,30,120,do not know,0
1101,5,1,1,1,.5,1,1,40,50,do not know,0
1101,7,1,.2,1,.1,1,1,40,10,do not know,0
1102,2,1,.25,1,.25,1,1,30,25,2-4-d,0
1102,3,1,.5,1,.5,1,1,35,40,2-4-d,0
1102,10,1,.1,1,.1,1,1,30,10,2-4-d,0
1103,3,1,.5,1,.5,1,0,,16,2-4-d,0
1103,4,1,1,1,1,1,0,,32,2-4-d,0
1103,6,1,.5,1,.5,1,0,,16,2-4-d,0
1104,2,1,.5,1,.5,1,0,,48,2-4-d,0
1105,1,1,1,2,1.5,2,1,21,27,2-4-d,0
1105,2,1,.5,2,.75,2,1,30,16,2-4-d,0
1105,3,1,.75,2,1.25,2,1,25,21,2-4-d,0
1106,2,1,.5,1,.30000001,1,1,25,0,,42
1106,3,1,.15000001,1,.15000001,1,1,25,0,,15
1106,4,1,.5,1,.30000001,1,1,25,0,,42
1107,2,1,1.5,1,1,2,0,,46,2-4-d,0
1108,2,1,.2,1,.1,1,0,,48,2-4-d,0
1108,3,1,.2,1,.1,1,0,,48,2-4-d,0
1109,1,1,.5,1,.5,1,2,21,36,2-4-d,0
1110,1,1,1,1,1,2,1,21,48,2-4-d,48
1110,2,1,1,1,1,2,1,21,60,2-4-d,60
1110,3,1,.30000001,1,.30000001,1,1,21,12,2-4-d,12
1110,4,1,.69999999,1,.69999999,1,1,21,24,2-4-d,24
1110,5,1,0,,0,,1,21,12,2-4-d,12
1111,1,1,.5,1,.2,1,1,15,16,2-4-d,24
1111,2,1,.5,1,.2,1,1,15,16,2-4-d,24
1112,1,1,.090000004,1,.039999999,2,1,30,6,none,6
1112,3,1,.12,1,.059999999,2,1,30,12,none,8
1112,4,1,.22,1,.12,2,1,30,12,none,14
1112,7,1,.30000001,1,.15000001,2,1,30,15,none,16
1113,1,3,0,,0,,0,,10,none,10
1113,2,2,0,,0,,0,,10,none,10
1114,2,3,.02,1,.050000001,1,2,20,0,,0
1114,3,1,1,1,.2,1,2,40,60,none,0
1115,4,1,1.5,1,1,1,0,,48,2-4-d,0
1116,1,1,.5,1,.25,1,1,30,0,,0
1116,2,1,1,1,.5,1,1,30,0,,0
1116,3,1,.5,1,.25,1,1,35,0,,0
1116,4,1,2,1,1,1,1,25,0,,0
1116,5,1,1,1,.25,1,1,30,0,,0
1117,1,1,1,2,1,2,0,,40,2-4-d,120
1117,3,1,.25,2,.15000001,2,0,,20,2-4-d,80
1117,4,1,.75,2,.5,2,0,,30,2-4-d,40
1118,3,1,.37,1,.17,1,1,30,20,do not know,0
1118,6,1,.5,1,.25,1,1,30,20,do not know,0
1118,7,1,.25,1,.12,1,1,30,15,do not know,0
1118,8,1,.25,1,.12,1,1,30,15,do not know,0
1119,3,1,.37,1,.19,1,1,30,15,do not know,0
1119,4,1,.52999997,1,.37,1,2,35,30,do not know,0
1119,5,1,.63,1,.37,1,2,35,30,do not know,0
1120,2,1,2,1,1,1,1,45,90,do not know,90
1120,3,1,1,1,.5,1,0,,40,do not know,40
1120,4,1,.25,1,.12,1,0,,20,do not know,20
1121,1,1,.5,1,.5,2,1,45,35,do not know,65
1121,2,1,.25,1,.25,2,1,45,17,do not know,30
1121,5,1,.25,1,.25,2,1,45,18,do not know,30
1122,2,1,.050000001,1,.029999999,1,1,30,6,do not know,0
1122,3,1,.050000001,1,.029999999,1,1,30,6,do not know,0
1123,1,1,.5,1,.5,2,1,21,0,,24
1123,2,1,.25,1,0,,1,21,0,0,16
1124,2,1,.5,1,.13,1,1,40,18,2-4-d,0
1125,4,1,1,1,.5,1,1,40,62,do not know,0
1126,3,1,.75,1,.75,2,2,30,0,,63
1126,5,1,.75,1,.75,2,2,25,0,,63
1127,1,1,.15000001,1,.1,1,1,25,20,2-4-d,30
1127,2,1,.30000001,1,.25,1,1,30,40,2-4-d,60
1127,3,1,.60000002,1,.5,1,1,30,80,2-4-d,120
1127,5,1,.44999999,1,.30000001,1,1,30,60,2-4-d,90
1127,6,1,.15000001,1,.1,1,1,30,20,2-4-d,30
1128,2,1,.14,1,.059999999,1,1,30,0,,12
1129,4,1,.25,1,.25,1,0,,12,do not know,0
1130,3,1,.13,1,.13,1,2,40,50,do not know,0
1131,4,1,.75,1,.5,1,1,35,75,do not know,0
1132,2,1,.75,1,.5,1,1,30,48,none,48
1132,3,2,.5,1,.5,1,1,30,24,none,24
1132,6,2,.15000001,1,.15000001,1,1,30,12,none,12
1133,1,1,.079999998,1,.079999998,1,1,30,12,none,17
1133,2,1,.5,1,.5,1,1,30,48,none,0
1133,6,1,.25,1,.25,1,1,30,24,none,34
1134,2,1,.60000002,1,.60000002,1,1,30,30,do not know,0
1134,3,1,1,1,1,1,1,30,50,do not know,0
1134,5,1,.40000001,1,.40000001,1,1,30,20,do not know,0
1134,8,1,.60000002,1,.60000002,1,1,30,30,do not know,0
1134,9,1,.60000002,1,.60000002,1,1,30,30,do not know,0
1135,2,1,.5,1,.5,1,1,30,0,,0
1136,4,1,1,1,.5,1,1,35,50,do not know,0
1136,5,1,1,1,.5,1,1,30,50,do not know,0
1136,8,1,1,1,.5,1,1,40,50,do not know,0
1137,3,1,.25,1,.13,1,1,30,25,do not know,20
1137,4,1,.5,1,.25,1,1,30,45,do not know,50
1138,3,2,.5,1,.13,1,2,40,24,do not know,0
1138,4,1,1,1,.25,1,2,40,48,do not know,0
1138,6,2,.5,1,.1,1,2,40,24,do not know,0
1139,2,1,.5,1,.5,1,2,42,36,none,0
1140,1,1,.63,1,.31999999,1,1,30,25,do not know,45
1140,2,1,1.25,1,.63,1,1,40,50,do not know,90
1141,4,1,.2,1,.1,2,1,30,12,do not know,10
1141,5,1,.40000001,1,.2,2,1,30,24,do not know,20
1141,7,1,.5,1,.25,2,1,30,30,do not know,30
1141,8,1,.80000001,1,.40000001,2,1,25,35,do not know,40
1142,1,1,.5,1,.5,1,1,21,49,2-4-d,80
1142,3,1,.1,1,.050000001,1,1,21,10.5,2-4-d,22.5
1143,2,1,1,2,.5,2,0,,35,2-4-d,80
1143,3,1,1,1,.5,2,0,,35,2-4-d,80
1144,2,1,.2,1,.1,1,1,20,0,,20
1144,3,1,.40000001,1,2,1,1,25,0,,65
1145,2,1,.75,1,.25,1,2,21,0,,0
1146,1,1,1.5,1,1,2,0,,30,2-4-d,0
1146,2,1,1.5,1,.5,2,0,,30,2-4-d,0
1147,3,1,.5,1,.5,1,1,21,0,,0
1148,1,1,.5,1,.25,2,1,30,25,2-4-d,0
1148,3,1,.5,1,.25,2,1,30,25,2-4-d,0
1149,1,1,.30000001,1,.30000001,1,0,,15,2-4-d,0
1149,2,1,.2,1,.2,1,0,,10,2-4-d,0
1150,7,1,.25,1,.1,1,1,35,12,2-4-d,0
1150,9,1,.5,1,.2,1,1,35,36,2-4-d,0
1151,2,1,.25,1,.039999999,1,1,22,20,do not know,0
1151,5,1,.5,1,.25,1,0,,40,do not know,0
1151,8,1,.25,1,.039999999,1,1,25,0,,0
1151,9,1,.5,1,.25,1,1,20,20,do not know,0
1152,1,3,0,,0,,1,30,10,2-4-d,0
1152,2,1,.5,1,.25,2,1,30,10,2-4-d,0
1152,3,1,.5,1,.25,2,1,30,8,2-4-d,0
1152,4,1,.75,1,.5,2,1,30,20,2-4-d,0
1152,8,1,2,1,1,2,1,30,10,2-4-d,0
1152,9,1,.40000001,1,.25,2,1,30,10,2-4-d,0
1153,3,1,.75,1,.25,1,1,21,20,2-4-d,0
1154,2,1,1,1,.30000001,2,1,30,15,do not know,0
1154,3,1,1,1,.30000001,2,1,30,15,do not know,0
1154,4,1,1,1,.30000001,2,1,30,15,do not know,0
1154,5,1,1,1,.30000001,2,1,30,15,do not know,0
1154,6,1,1,1,.30000001,2,1,30,15,do not know,0
1155,3,1,1,1,.5,1,1,30,22,do not know,0
1155,4,1,.5,1,.25,1,1,30,22,do not know,0
1155,6,1,.5,1,.25,1,1,30,22,do not know,0
1156,1,1,1,1,.5,1,1,60,40,do not know,0
1156,3,1,.75,1,.25,1,1,60,34,do not know,0
1157,1,1,1.25,1,.5,2,1,30,15,2-4-d,0
1157,2,1,.5,1,.25,2,1,30,10,2-4-d,0
1157,4,1,.75,1,.5,2,1,30,15,2-4-d,0
1157,5,1,.5,1,.25,2,1,30,10,2-4-d,0
1158,5,1,.5,2,.5,2,2,30,14,do not know,0
1159,1,1,1.5,1,1,2,2,45,65,2-4-d,0
1160,3,1,1,1,.5,1,1,30,75,2-4-d,0
1041,1,2,.13,1,.13,1,1,45,20,none,0
1041,1,6,.13,1,.13,1,1,45,20,none,0
1042,2,1,1.5,2,1.5,2,0,,100,2-4-d,100
1042,3,1,.5,1,.5,1,0,,30,2-4-d,20
1043,4,1,.15000001,1,.15000001,1,1,30,12,2-4-d,0
1043,5,1,.5,1,.5,2,1,30,36,2-4-d,0
1043,6,1,.25,1,.25,1,1,30,24,2-4-d,0
1044,1,2,.5,1,.5,1,2,45,30,2-4-d,0
1044,4,1,.5,1,.5,1,2,45,20,2-4-d,0
1045,2,2,1,1,1,1,2,30,40,do not know,0
1045,4,1,.11,1,.050000001,1,2,30,0,,0
1046,1,1,1,1,1,2,0,,90,2-4-d,60
1046,4,1,.5,1,.25,2,0,,60,2-4-d,30
1047,1,1,.2,1,.30000001,2,1,30,15,2-4-d,20
1047,2,1,1,1,.5,2,1,40,30,2-4-d,40
1047,6,1,1,1,.5,2,1,35,30,2-4-d,40
1048,1,1,1,1,1,2,0,,50,do not know,0
1049,1,1,1,1,1,2,1,20,20,do not know,0
1049,2,1,1,1,1,2,1,30,18,do not know,0
1050,1,1,.5,1,.5,2,0,,0,,0
1050,2,1,.5,1,.5,2,0,,0,,0
